COUNTRY,flows,short,ISO Code
GUINEA,"{'5': -18142.0, '8': -1.0, '11': -1129.0, '12': -461.0, '19': -17039.0, '24': -9.0, '28': -73.0, '30': -9.0, '34': -5331.0, '35': -5588.0, '36': -436.0, '37': 0, '54': -79.0, '56': -122.0, '61': -143.0, '65': -1.0, '71': -111.0, '72': -34557.0, '75': -4999.0, '76': -45215.0, '78': -11172.0, '79': -159.0, '81': -176.0, '87': 121437.0, '88': -3612.0, '92': -60.0, '93': -23.0, '98': -55.0, '101': -13677.0, '114': -26978.0, '116': 0.0, '117': -1.0, '118': -419.0, '123': -41960.0, '126': -3396.0, '136': -1061.0, '139': -53.0, '142': -2519.0, '151': -298.0, '161': -71.0, '162': -5160.0, '166': -284.0, '167': -202.0, '180': -53430.0, '183': -36058.0, '186': -6.0, '187': -6.0, '190': -91.0, '192': -10911.0, '196': -655.0, '197': -1713.0, '203': -3367.0, '215': -1710.0, '216': -29548.0}",GUINEA,GN
GUINEA-BISSAU,"{'11': -20.0, '12': -96.0, '19': -364.0, '28': -1199.0, '30': -3.0, '35': -116.0, '36': -5330.0, '37': 0, '54': -22.0, '56': -111.0, '61': -93.0, '71': -8.0, '72': -3506.0, '76': -13808.0, '81': 0.0, '87': -4361.0, '88': 17945.0, '92': -10.0, '93': -2.0, '98': 0.0, '101': -2721.0, '114': -401.0, '115': -329.0, '118': -1516.0, '123': -414.0, '126': -1316.0, '142': -258.0, '151': -68.0, '162': -32607.0, '166': -156.0, '167': -129.0, '180': -30550.0, '183': -650.0, '186': -1.0, '187': -35.0, '190': -33.0, '192': -7246.0, '196': -155.0, '197': -735.0, '203': -130.0, '215': -1817.0}",GUINEA-BISSAU,GW
GUYANA,"{'6': -397.0, '7': -6811.0, '10': -322.0, '11': -709.0, '12': -19.0, '14': -1430.0, '17': -6667.0, '19': -101.0, '22': -95.0, '24': -5.0, '25': 0.0, '28': -2407.0, '30': -3.0, '35': -94421.0, '37': -36169, '38': -373.0, '48': -33.0, '52': -533.0, '54': -5.0, '56': -100.0, '58': -193.0, '59': -23.0, '65': -2.0, '71': -16.0, '72': -5398.0, '73': -3958.0, '81': -8.0, '83': -365.0, '84': -170.0, '89': 31169.0, '92': -9.0, '93': -23.0, '98': -30.0, '101': -72.0, '117': -1.0, '118': -11.0, '135': -244.0, '142': -2307.0, '151': -91.0, '156': -57.0, '161': -33.0, '163': -21.0, '166': -5.0, '171': -805.0, '172': -2111.0, '175': -249.0, '187': 0.0, '190': -67.0, '192': -148.0, '195': -13557.0, '196': -132.0, '197': -150.0, '206': -10923.0, '215': -28074.0, '216': -241573.0, '222': -8624.0}",GUYANA,GY
HAITI,"{'7': -33.0, '8': -40.0, '10': -1824.0, '11': -138.0, '12': -108.0, '14': -29629.0, '17': -32.0, '19': -2038.0, '20': -60.0, '22': -3.0, '24': -16.0, '25': 0.0, '28': -32796.0, '30': -4.0, '35': -100672.0, '37': -567956, '38': -19.0, '42': -236912.0, '48': -85.0, '51': -54.0, '52': -2295.0, '53': -1.0, '54': -10.0, '56': -162.0, '58': -2537.0, '59': -496112.0, '60': -100.0, '71': -11.0, '72': -85042.0, '73': -22084.0, '78': -1754.0, '81': -37.0, '84': -13973.0, '86': -13.0, '87': -22.0, '90': 18884.0, '91': -43.0, '92': -8.0, '93': -13.0, '98': -3.0, '101': -871.0, '116': 0.0, '118': -77.0, '129': -5787.0, '142': -1522.0, '145': -23.0, '151': -51.0, '156': -651.0, '159': -89.0, '163': -129.0, '166': -23.0, '172': -22.0, '186': -4.0, '187': -1.0, '192': -976.0, '193': -36.0, '196': -154.0, '197': -1815.0, '210': -15787.0, '215': -309.0, '216': -705361.0, '217': -643.0, '222': -1790.0}",HAITI,HT
HONDURAS,"{'7': -6.0, '8': -66.0, '11': -343.0, '12': -124.0, '14': -44.0, '19': -322.0, '20': -9784.0, '24': -257.0, '28': -160.0, '30': -4.0, '35': -8382.0, '37': -3231, '38': -2046.0, '44': -690.0, '48': -4708.0, '53': -1.0, '54': -40.0, '56': -155.0, '59': -442.0, '60': -489.0, '62': -11878.0, '65': -12.0, '71': -92.0, '72': -669.0, '78': -1596.0, '81': -49.0, '86': -9023.0, '87': -285.0, '91': 39195.0, '92': -9.0, '93': -60.0, '98': -12.0, '101': -3225.0, '102': -162.0, '116': 0.0, '117': -1.0, '118': -24.0, '129': -38764.0, '142': -574.0, '145': -13110.0, '151': -133.0, '156': -1797.0, '159': -311.0, '163': -531.0, '166': -109.0, '186': -4.0, '187': -2.0, '192': -99418.0, '196': -410.0, '197': -740.0, '215': -694.0, '216': -773045.0, '222': -275.0}",HONDURAS,HN
HUNGARY,"{'8': -822.0, '11': -22037.0, '12': -79205.0, '18': -335.0, '19': -8293.0, '24': -29.0, '26': -148.0, '28': -1936.0, '30': -391.0, '35': -39650.0, '37': -30, '48': -89.0, '50': -981.0, '51': -9.0, '53': -342.0, '54': -1695.0, '56': -5668.0, '59': -21.0, '60': -225.0, '61': -133.0, '65': -246.0, '71': -2376.0, '72': -11882.0, '77': -48.0, '78': -220774.0, '81': -1761.0, '92': 584567.0, '93': -505.0, '98': -9409.0, '100': -12133.0, '101': -13413.0, '104': -589.0, '111': -183.0, '112': -129.0, '115': -360.0, '116': -80.0, '117': -140.0, '118': -1818.0, '124': -431.0, '129': -422.0, '131': -109.0, '133': -10.0, '134': -46.0, '142': -16746.0, '144': -1768.0, '149': -80.0, '151': -4306.0, '156': -69.0, '159': -118.0, '160': -258.0, '161': -1770.0, '162': -454.0, '166': -10491.0, '167': -16831.0, '181': -1833.0, '186': -16291.0, '187': -467.0, '192': -12548.0, '196': -17227.0, '197': -26259.0, '208': -713.0, '212': -7.0, '215': -82667.0, '216': -63678.0, '222': -966.0}",HUNGARY,HU
ICELAND,"{'8': -8.0, '11': -613.0, '12': -206.0, '19': -231.0, '24': -2.0, '28': -612.0, '30': -29.0, '35': -633.0, '37': 0, '48': -1.0, '53': -31.0, '54': -43.0, '56': -8479.0, '65': -42.0, '68': -256.0, '71': -179.0, '72': -436.0, '78': -2164.0, '81': -53.0, '82': -159.0, '92': -148.0, '93': 65424.0, '98': -41.0, '101': -204.0, '111': -53.0, '116': 0.0, '117': -57.0, '118': -413.0, '142': -563.0, '151': -7786.0, '159': -26.0, '160': -55.0, '161': -647.0, '162': -30.0, '166': -102.0, '167': -42.0, '186': -97.0, '187': -4.0, '190': -34.0, '192': -1513.0, '196': -6144.0, '197': -448.0, '208': -56.0, '215': -2370.0, '216': -8241.0}",ICELAND,IS
INDIA,"{'7': -81.0, '8': -97.0, '10': -368.0, '11': -579264.0, '12': -14992.0, '14': -640.0, '15': -365098.0, '16': -33762.0, '17': -467.0, '18': -46.0, '19': -25900.0, '20': -670.0, '22': -572.0, '23': -46974.0, '24': -118.0, '25': 0.0, '27': -5650.0, '28': -1118.0, '29': -3357.0, '30': -553.0, '33': -101.0, '35': -720083.0, '37': -6623, '38': -648.0, '43': -6953.0, '48': -64.0, '50': -61.0, '52': -742.0, '53': -2732.0, '54': -4315.0, '56': -14638.0, '58': -27.0, '59': -97.0, '60': -238.0, '61': -1249.0, '62': -11.0, '64': -103.0, '65': -712.0, '68': -72.0, '70': -1321.0, '71': -6954.0, '72': -54982.0, '74': -38.0, '77': -30.0, '78': -107628.0, '79': -999.0, '81': -10353.0, '84': -181.0, '87': -45.0, '92': -3217.0, '93': -389.0, '94': 4878704.0, '95': -12590.0, '97': -234.0, '98': -22662.0, '100': -18415.0, '101': -167272.0, '102': -1148.0, '103': -35936.0, '104': -5945.0, '108': -1152175.0, '111': -1290.0, '112': -1311.0, '113': -419.0, '114': -631.0, '115': -5167.0, '116': -27.0, '117': -567.0, '118': -2791.0, '119': -1751.0, '120': -1770.0, '121': -148096.0, '122': -14596.0, '124': -791.0, '127': -8778.0, '129': -2154.0, '133': -117.0, '137': -2455.0, '138': -27325.0, '139': -704.0, '141': -426941.0, '142': -42285.0, '144': -122506.0, '145': -24.0, '151': -14726.0, '152': -1375667.0, '153': -1597134.0, '156': -5383.0, '157': -156.0, '159': -2673.0, '160': -11323.0, '161': -1128.0, '162': -8957.0, '163': -21.0, '164': -702013.0, '166': -544.0, '167': -5696.0, '172': -214.0, '179': -2502337.0, '181': -299.0, '182': -6628.0, '183': -959.0, '184': -144970.0, '186': -194.0, '187': -234.0, '190': -29935.0, '191': -1449.0, '192': -47114.0, '193': -10837.0, '194': -1764.0, '196': -36133.0, '197': -22641.0, '199': -618.0, '200': -7135.0, '201': -9245.0, '205': -177.0, '206': -1064.0, '208': -713.0, '212': -3277.0, '213': -3879.0, '214': -3471300.0, '215': -835359.0, '216': -2723764.0, '222': -242.0, '223': -2043.0, '226': -5709.0}",INDIA,IN
INDONESIA,"{'2': -1416.0, '8': -21.0, '11': -88852.0, '12': -1442.0, '14': -34.0, '15': -33493.0, '16': -149901.0, '19': -3598.0, '24': -10.0, '25': 0.0, '28': -924.0, '29': -6717.0, '30': -63.0, '33': -111.0, '35': -15377.0, '37': -307, '43': -30811.0, '48': -20.0, '50': -23.0, '52': -211.0, '53': -169.0, '54': -333.0, '56': -1294.0, '60': -66.0, '61': -2897.0, '65': -40.0, '68': -11.0, '71': -709.0, '72': -5658.0, '74': -17.0, '78': -21787.0, '81': -450.0, '86': -42.0, '92': -567.0, '93': -158.0, '94': -1316.0, '95': 355505.0, '98': -145.0, '101': -3734.0, '103': -57169.0, '104': -19024.0, '108': -107953.0, '111': -3.0, '112': -2312.0, '115': -13944.0, '116': -9.0, '117': -10.0, '118': -121.0, '121': -1241634.0, '124': -63.0, '129': -175.0, '139': -94.0, '142': -118098.0, '143': -994.0, '144': -7481.0, '151': -1711.0, '152': -74739.0, '153': -380.0, '156': -161.0, '157': -13592.0, '159': -77.0, '160': -3515.0, '161': -146.0, '162': -282.0, '164': -43839.0, '166': -177.0, '167': -161.0, '179': -1709318.0, '181': -31.0, '182': -143.0, '184': -159685.0, '186': -50.0, '187': -68.0, '188': -67.0, '190': -1465.0, '192': -2614.0, '193': -323.0, '196': -2897.0, '197': -3782.0, '201': -697.0, '202': -4113.0, '208': -244.0, '214': -318809.0, '215': -10737.0, '216': -105617.0, '222': -54.0, '223': -8288.0}",INDONESIA,ID
IRAN,"{'8': -137.0, '9': -8097.0, '11': -74322.0, '12': -24092.0, '13': -1460.0, '18': -47.0, '19': -11918.0, '24': -68.0, '28': -678.0, '30': -475.0, '35': -166294.0, '37': -41, '38': -10.0, '48': -119.0, '50': -44.0, '53': -1194.0, '54': -896.0, '56': -17125.0, '59': -31.0, '60': -200.0, '61': -150.0, '62': -18.0, '65': -216.0, '71': -7611.0, '72': -26069.0, '77': -121.0, '78': -152590.0, '81': -4684.0, '86': -18.0, '92': -4125.0, '93': -166.0, '94': -2194.0, '96': 2797235.0, '97': -14540.0, '98': -508.0, '100': -50808.0, '101': -18529.0, '103': -5411.0, '104': -93.0, '111': -46.0, '115': -439.0, '116': -13.0, '117': -60.0, '118': -1074.0, '124': -87.0, '129': -312.0, '139': -30.0, '140': -356.0, '142': -34809.0, '144': -4751.0, '151': -18379.0, '153': -2148.0, '156': -99.0, '159': -107.0, '160': -622.0, '161': -301.0, '162': -740.0, '166': -1516.0, '167': -2010.0, '181': -65.0, '186': -168.0, '187': -161.0, '190': -847.0, '192': -7947.0, '193': -104.0, '196': -79363.0, '197': -13094.0, '199': -1200.0, '201': -13.0, '208': -84270.0, '209': -1887.0, '213': -2170.0, '215': -83531.0, '216': -387246.0, '222': -84.0, '225': -6.0}",IRAN,IR
IRAQ,"{'2': -7441.0, '8': -36.0, '9': -1088.0, '11': -90780.0, '12': -15343.0, '19': -21413.0, '24': -10.0, '28': -646.0, '30': -1389.0, '35': -73750.0, '37': -27, '48': -18.0, '50': -75.0, '53': -1274.0, '54': -657.0, '56': -22040.0, '59': -27.0, '60': -72.0, '61': -20042.0, '65': -63.0, '71': -18304.0, '72': -10159.0, '78': -226480.0, '81': -16897.0, '92': -1465.0, '93': -236.0, '94': -670.0, '96': -54445.0, '97': 365766.0, '98': -518.0, '100': -65830.0, '101': -7928.0, '104': -206047.0, '111': -52.0, '112': -102319.0, '115': -73093.0, '116': -10.0, '117': -55.0, '118': -1028.0, '121': -1318.0, '124': -246.0, '126': -122.0, '129': -52.0, '136': -1849.0, '142': -45919.0, '144': -5899.0, '151': -23557.0, '152': -12283.0, '153': -233.0, '159': -33.0, '160': -75.0, '161': -559.0, '162': -257.0, '166': -1558.0, '167': -984.0, '179': -6075.0, '181': -177.0, '183': 0.0, '186': -215.0, '187': -113.0, '190': -197.0, '192': -2467.0, '193': -39.0, '196': -147715.0, '197': -10567.0, '198': -203003.0, '199': -60.0, '201': -84.0, '207': -675.0, '208': -233288.0, '215': -70569.0, '216': -256028.0, '222': -73.0, '225': -9987.0}",IRAQ,IQ
IRELAND,"{'8': -64.0, '11': -93742.0, '12': -1290.0, '14': -61.0, '18': -22.0, '19': -3425.0, '22': -377.0, '24': -85.0, '27': -626.0, '28': -217.0, '30': -385.0, '35': -30502.0, '37': -366, '38': -257.0, '39': -10.0, '41': -4042.0, '48': -35.0, '50': -48.0, '53': -770.0, '54': -689.0, '56': -2209.0, '59': -33.0, '60': -207.0, '61': -95.0, '62': -11.0, '65': -330.0, '71': -668.0, '72': -10765.0, '78': -15529.0, '81': -600.0, '92': -2046.0, '93': -150.0, '98': 871256.0, '99': -1567.0, '101': -3796.0, '103': -1415.0, '104': -51.0, '111': -936.0, '116': -18.0, '117': -1790.0, '118': -1429.0, '124': -819.0, '127': -49.0, '129': -308.0, '133': -7.0, '139': -61.0, '142': -6650.0, '144': -11361.0, '145': -24.0, '151': -1159.0, '156': -109.0, '157': -41.0, '159': -401.0, '160': -457.0, '161': -10014.0, '162': -1789.0, '166': -3769.0, '167': -173.0, '172': -15.0, '181': -51.0, '186': -1494.0, '187': -58.0, '190': -14582.0, '192': -16100.0, '196': -2914.0, '197': -4093.0, '208': -737.0, '215': -370151.0, '216': -105858.0, '222': -57.0}",IRELAND,IE
ISLE OF MAN,"{'11': -1000.0, '24': -2.0, '30': -18.0, '37': 0, '72': -12.0, '81': -2.0, '99': 43040.0, '142': -9.0, '151': 0.0, '166': -3.0, '186': -3.0, '215': -10983.0}",ISLE OF MAN,IM
ISRAEL,"{'8': -562.0, '11': -12666.0, '12': -2226.0, '18': -380.0, '19': -3418.0, '22': -9.0, '24': -201.0, '28': -2554.0, '30': -824.0, '35': -28789.0, '37': -94, '38': -12.0, '48': -203.0, '50': -49.0, '53': -379.0, '54': -796.0, '56': -1753.0, '59': -63.0, '60': -542.0, '61': -710.0, '62': -43.0, '65': -102.0, '71': -793.0, '72': -10520.0, '75': -14.0, '77': -30.0, '78': -16529.0, '79': -51.0, '81': -725.0, '86': -140.0, '87': -9.0, '91': -91.0, '92': -1898.0, '93': -45.0, '98': -250.0, '100': 1953575.0, '101': -4107.0, '104': -1578.0, '111': -108.0, '112': -348.0, '116': -3.0, '117': -146.0, '118': -236.0, '123': -1559.0, '124': -31.0, '129': -2118.0, '131': -392.0, '139': -112.0, '142': -6270.0, '151': -889.0, '155': -62927.0, '156': -1338.0, '159': -961.0, '160': -652.0, '161': -454.0, '162': -387.0, '163': -19.0, '166': -4901.0, '167': -3646.0, '181': -109.0, '186': -242.0, '187': -50.0, '190': -5382.0, '192': -3856.0, '193': -54.0, '196': -2803.0, '197': -4078.0, '208': -3738.0, '213': -3813.0, '215': -19797.0, '216': -133771.0, '222': -440.0}",ISRAEL,IL
ITALY,"{'1': -8344.0, '2': -725.0, '4': -492.0, '7': -73.0, '8': -153824.0, '11': -206282.0, '12': -34205.0, '14': -168.0, '18': -22.0, '19': -121283.0, '22': -108.0, '23': -12.0, '24': -1588.0, '25': 0.0, '26': -106.0, '27': -545.0, '28': -47193.0, '30': -3994.0, '33': -14.0, '34': -590.0, '35': -254831.0, '36': -430.0, '37': -6842, '38': -101.0, '39': -70.0, '42': -4670.0, '44': -3225.0, '48': -2558.0, '50': -2953.0, '51': -371.0, '52': -27.0, '53': -477.0, '54': -4893.0, '56': -9887.0, '59': -4375.0, '60': -4020.0, '61': -4206.0, '62': -285.0, '65': -1251.0, '71': -3023.0, '72': -325933.0, '73': -179.0, '74': -148.0, '77': -16.0, '78': -694514.0, '79': -270.0, '81': -6426.0, '84': -330.0, '86': -394.0, '87': -78.0, '90': -1210.0, '91': -265.0, '92': -6187.0, '93': -525.0, '98': -9070.0, '100': -5073.0, '101': 6386998.0, '103': -4494.0, '104': -309.0, '111': -328.0, '114': -43.0, '115': -7141.0, '116': -861.0, '117': -643.0, '118': -18878.0, '122': -177.0, '124': -4720.0, '126': -58.0, '127': -146.0, '129': -6368.0, '131': -3225.0, '132': -5978.0, '133': -21.0, '134': -208.0, '136': -2045.0, '139': -863.0, '142': -35908.0, '143': -277.0, '144': -3788.0, '145': -198.0, '149': -36.0, '151': -5040.0, '156': -1587.0, '158': -947.0, '159': -7748.0, '160': -1841.0, '161': -13105.0, '162': -3125.0, '163': -82.0, '166': -79752.0, '167': -1894.0, '172': -12.0, '177': -4749.0, '181': -1958.0, '182': -123.0, '186': -3918.0, '187': -4511.0, '190': -28122.0, '192': -153583.0, '193': -5168.0, '196': -13527.0, '197': -270077.0, '200': -511.0, '201': -636.0, '207': -2345.0, '208': -3908.0, '212': -337.0, '215': -254054.0, '216': -309965.0, '218': -8744.0, '222': -48148.0}",ITALY,IT
JAMAICA,"{'6': -483.0, '7': -4173.0, '8': -11.0, '10': -833.0, '11': -1409.0, '12': -222.0, '14': -8042.0, '17': -1004.0, '19': -463.0, '20': -561.0, '22': -1658.0, '24': -7.0, '25': 0.0, '28': -174.0, '30': -5.0, '35': -148982.0, '37': -35404, '38': -11540.0, '48': -260.0, '51': -38.0, '52': -1516.0, '53': -13.0, '54': -25.0, '56': -168.0, '58': -130.0, '59': -137.0, '60': -38.0, '62': -10.0, '65': -3.0, '71': -86.0, '72': -589.0, '78': -2530.0, '81': -10.0, '83': -117.0, '89': -174.0, '91': -27.0, '92': -32.0, '93': -21.0, '98': -135.0, '101': -397.0, '102': 23629.0, '111': -2.0, '116': -1.0, '117': 0.0, '118': -30.0, '129': -143.0, '142': -1136.0, '145': -19.0, '151': -183.0, '156': -830.0, '162': -28.0, '163': -18.0, '166': -19.0, '171': -144.0, '172': -373.0, '175': -125.0, '186': -15.0, '187': -6.0, '190': -231.0, '192': -379.0, '196': -420.0, '197': -844.0, '206': -1661.0, '215': -128772.0, '216': -792370.0, '217': -372.0, '222': -89.0}",JAMAICA,JM
JAPAN,"{'7': -19.0, '8': -4496.0, '11': -54136.0, '12': -2867.0, '14': -36.0, '16': -13494.0, '19': -4804.0, '22': -30.0, '23': -132.0, '24': -1848.0, '25': 0.0, '28': -62296.0, '29': -220.0, '30': -220.0, '33': -132.0, '35': -29332.0, '36': 0.0, '37': -844, '38': -21.0, '43': -5292.0, '44': -689.0, '48': -338.0, '50': -50.0, '52': -151.0, '53': -81.0, '54': -1764.0, '56': -2149.0, '59': -359.0, '60': -766.0, '61': -1158.0, '62': -54.0, '65': -160.0, '71': -1453.0, '72': -24453.0, '74': -23.0, '75': -29.0, '78': -37382.0, '79': -63.0, '81': -518.0, '85': -2219.0, '86': -157.0, '87': -50.0, '90': -215.0, '91': -141.0, '92': -2069.0, '93': -118.0, '94': -1797.0, '95': -19879.0, '98': -604.0, '101': -8967.0, '103': 2770996.0, '104': -103.0, '111': -27.0, '115': -1072.0, '116': -18.0, '117': -23.0, '118': -588.0, '121': -19078.0, '122': -118.0, '123': -738.0, '124': -134.0, '127': -8.0, '129': -4116.0, '133': -444.0, '139': -117.0, '142': -7038.0, '144': -15889.0, '145': -40.0, '150': -540.0, '151': -1540.0, '154': -142.0, '156': -446.0, '157': -258.0, '158': -2148.0, '159': -6376.0, '160': -14634.0, '161': -670.0, '162': -352.0, '163': -35.0, '166': -342.0, '167': -1023.0, '172': -8.0, '176': -39.0, '181': -38.0, '183': 0.0, '186': -158.0, '187': -98.0, '188': -28.0, '190': -2106.0, '192': -8271.0, '193': -848.0, '196': -3617.0, '197': -7722.0, '201': -8481.0, '205': -65.0, '208': -2750.0, '212': -170.0, '215': -49238.0, '216': -319968.0, '222': -337.0, '223': -1942.0, '226': -123.0}",JAPAN,JP
JORDAN,"{'2': -2216.0, '8': -74.0, '11': -8012.0, '12': -958.0, '15': -17769.0, '18': -28.0, '19': -1388.0, '24': -17.0, '28': -1338.0, '30': -293.0, '35': -14310.0, '37': -38, '48': -13.0, '50': -62.0, '53': -437.0, '54': -223.0, '56': -1324.0, '60': -73.0, '61': -5277.0, '65': -28.0, '71': -348.0, '72': -1647.0, '78': -14047.0, '81': -827.0, '87': 0.0, '91': -40.0, '92': -868.0, '93': -27.0, '95': -12590.0, '97': -10432.0, '98': -124.0, '101': -3058.0, '104': 3457691.0, '108': -54688.0, '111': -4.0, '112': -408.0, '115': -21783.0, '116': -5.0, '117': -8.0, '118': -47.0, '124': -115.0, '129': -46.0, '142': -1559.0, '145': -26.0, '151': -611.0, '152': -21868.0, '155': -59543.0, '156': -141.0, '159': -69.0, '160': -187.0, '161': -178.0, '162': -213.0, '163': -38.0, '164': -32808.0, '166': -435.0, '167': -814.0, '179': -240606.0, '181': -99.0, '186': -68.0, '187': -67.0, '190': -67.0, '192': -3050.0, '193': -276.0, '196': -5001.0, '197': -942.0, '208': -1257.0, '213': -3775.0, '214': -168968.0, '215': -5897.0, '216': -91208.0, '222': -186.0}",JORDAN,JO
KAZAKHSTAN,"{'9': -786.0, '11': -2304.0, '12': -2414.0, '13': -3456.0, '18': -68934.0, '19': -1176.0, '24': -25.0, '28': -30.0, '30': -2308.0, '35': -13406.0, '37': -10, '48': -6.0, '50': -61.0, '53': -232.0, '54': -8015.0, '56': -272.0, '59': -10.0, '61': -212.0, '65': -3754.0, '71': -344.0, '72': -2954.0, '77': -1718.0, '78': -1128201.0, '81': -27523.0, '92': -837.0, '93': -35.0, '94': -433.0, '98': -296.0, '100': -13237.0, '101': -4810.0, '104': -19.0, '105': 3732073.0, '109': -12599.0, '111': -5651.0, '115': -855.0, '116': -9.0, '117': -4248.0, '118': -207.0, '123': -2146.0, '131': -4370.0, '133': -225.0, '142': -480.0, '151': -973.0, '161': -6071.0, '162': -998.0, '166': -412.0, '167': -2558907.0, '181': -97.0, '186': -290.0, '187': -207.0, '192': -2424.0, '196': -2391.0, '197': -3827.0, '199': -840.0, '208': -6869.0, '209': -19994.0, '213': -225962.0, '215': -3882.0, '216': -36353.0, '219': -13092.0}",KAZAKHSTAN,KZ
KENYA,"{'8': -2.0, '11': -24557.0, '12': -1254.0, '14': -21.0, '19': -1692.0, '24': -15.0, '27': -1210.0, '28': -56.0, '30': -28.0, '32': -1226.0, '35': -29241.0, '37': -60, '38': -39.0, '45': -74.0, '48': -9.0, '53': -81.0, '54': -137.0, '56': -1900.0, '61': -137.0, '64': -305.0, '65': -22.0, '68': -22.0, '71': -1562.0, '72': -1999.0, '78': -16678.0, '79': -15.0, '81': -460.0, '87': -1920.0, '92': -254.0, '93': -103.0, '94': -7733.0, '98': -551.0, '101': -4275.0, '106': 1050147.0, '111': -4.0, '115': -357.0, '116': -8.0, '117': -8.0, '118': -111.0, '124': -96.0, '129': -73.0, '137': -24779.0, '139': -1161.0, '142': -3582.0, '144': -1955.0, '151': -2309.0, '160': -55.0, '161': -77.0, '162': -113.0, '166': -55.0, '167': -449.0, '168': -2575.0, '182': -415.0, '183': -26.0, '186': -28.0, '187': -35.0, '190': -19901.0, '191': -9800.0, '192': -2098.0, '194': -3561.0, '196': -4616.0, '197': -3800.0, '200': -24274.0, '208': -236.0, '212': -34241.0, '215': -139352.0, '216': -156960.0, '226': -660.0}",KENYA,KE
KIRIBATI,"{'11': -795.0, '19': 0.0, '28': -108.0, '30': -3.0, '37': 0, '54': 0.0, '56': -2.0, '65': 0.0, '70': -793.0, '72': -8.0, '87': -1.0, '92': 0.0, '101': -3.0, '107': 3126.0, '125': -275.0, '140': -241.0, '142': 0.0, '144': -2307.0, '151': -2.0, '176': -10.0, '186': -6.0, '188': -258.0, '196': -3.0, '197': -4.0, '211': -62.0, '215': -222.0}",KIRIBATI,KI
KUWAIT,"{'2': -1172.0, '11': -7754.0, '12': -490.0, '15': -7098.0, '19': -519.0, '24': -5.0, '28': -25.0, '30': -227.0, '35': -16405.0, '37': 0, '53': -229.0, '54': -128.0, '56': -1449.0, '61': -3008.0, '65': -12.0, '71': -220.0, '72': -836.0, '81': -263.0, '92': -380.0, '93': -3.0, '94': -11781.0, '97': -403.0, '98': -228.0, '101': -632.0, '104': -755.0, '108': 3110159.0, '111': -5.0, '112': -166.0, '115': -11527.0, '116': 0.0, '117': -5.0, '118': -47.0, '124': -170.0, '126': -33.0, '142': -1745.0, '151': -491.0, '152': -852.0, '155': -19605.0, '160': -181.0, '161': -250.0, '164': -6612.0, '166': -132.0, '167': -83.0, '181': -67.0, '186': -91.0, '187': -12.0, '190': -106.0, '192': -650.0, '193': -1753.0, '196': -3618.0, '197': -547.0, '208': -391.0, '214': -67525.0, '215': -12436.0, '216': -29083.0, '222': -66.0}",KUWAIT,KW
