COUNTRY,flows,short,ISO Code
SAINT BARTHLEMY,"{'37': 0, '169': 0.0}",SAINT BARTHLEMY,BL
SAINT HELENA,"{'11': -20.0, '12': 0.0, '19': 0.0, '37': -100, '59': -100.0, '69': -402.0, '72': -3.0, '81': -1.0, '98': -6.0, '142': -2.0, '151': -3.0, '166': -30.0, '170': 437.0, '186': 0.0, '190': -269.0, '215': -4049.0}",SAINT HELENA,SH
SAINT KITTS AND NEVIS,"{'6': -942.0, '7': -497.0, '11': -18.0, '12': 0.0, '14': -35.0, '17': -109.0, '19': 0.0, '24': 0.0, '25': 0.0, '28': -38.0, '35': -2265.0, '37': -12075, '48': -1.0, '52': -210.0, '54': 0.0, '56': -2.0, '58': -63.0, '59': -142.0, '65': 0.0, '71': 0.0, '72': -4.0, '81': 0.0, '83': -15.0, '92': 0.0, '98': -1.0, '101': -4.0, '102': -97.0, '135': -119.0, '142': -74.0, '151': -2.0, '171': 7725.0, '172': -33.0, '175': -37.0, '186': 0.0, '190': -29.0, '196': 0.0, '197': -9.0, '215': -7998.0, '216': -27765.0, '217': -7103.0}",SAINT KITTS AND NEVIS,KN
SAINT LUCIA,"{'7': -706.0, '11': -12.0, '12': -16.0, '14': -82.0, '17': -2200.0, '19': -19.0, '25': 0.0, '28': -183.0, '35': -6561.0, '37': -12273, '38': -10.0, '48': -1.0, '54': -4.0, '56': -12.0, '58': -286.0, '71': -3.0, '72': -5433.0, '73': -882.0, '83': -165.0, '84': -377.0, '89': -128.0, '92': -2.0, '98': -6.0, '101': -23.0, '102': -334.0, '116': 0.0, '142': -73.0, '151': -13.0, '166': -1.0, '171': -104.0, '172': 8338.0, '175': -241.0, '186': 0.0, '192': -59.0, '196': -40.0, '197': -58.0, '206': -977.0, '215': -11448.0, '216': -33973.0, '217': -3425.0, '222': -4.0}",SAINT LUCIA,LC
SAINT MARTIN (FRENCH PART),{'37': 0},SAINT MARTIN (FRENCH PART),MF
SAINT PIERRE AND MIQUELON,"{'19': 0.0, '35': -311.0, '37': -66, '48': -1.0, '59': -66.0, '81': 0.0, '156': -55.0, '174': 998.0}",SAINT PIERRE AND MIQUELON,PM
SAINT VINCENT AND THE GRENADINES,"{'7': -959.0, '10': -126.0, '11': -47.0, '12': -12.0, '14': -41.0, '17': -3148.0, '19': -6.0, '25': 0.0, '28': -37.0, '35': -13939.0, '37': -16196, '38': -34.0, '48': -1.0, '52': -339.0, '54': 0.0, '56': -4.0, '58': -126.0, '71': -1.0, '72': -30.0, '81': -4.0, '83': -398.0, '87': -27.0, '89': -216.0, '92': -1.0, '93': 0.0, '98': -1.0, '101': -14.0, '102': -226.0, '118': -1.0, '135': -28.0, '142': -66.0, '151': -4.0, '159': -40.0, '166': 0.0, '171': -173.0, '172': -314.0, '175': 4738.0, '196': -18.0, '197': -14.0, '206': -7141.0, '215': -9558.0, '216': -15175.0, '217': -517.0, '222': -113.0}",SAINT VINCENT AND THE GRENADINES,VC
SAMOA,"{'3': -15880.0, '11': -32754.0, '12': -6.0, '19': -6.0, '30': -5.0, '35': -171.0, '37': 0, '47': -9.0, '54': 0.0, '56': -22.0, '70': -302.0, '71': -2.0, '72': -18.0, '81': -455.0, '87': -25.0, '92': -1.0, '98': -13.0, '101': -63.0, '117': 0.0, '142': -25.0, '144': -57947.0, '148': -44.0, '151': -3.0, '176': 4021.0, '186': 0.0, '196': -27.0, '197': -15.0, '204': -195.0, '205': -217.0, '211': -2.0, '215': -319.0, '216': -27186.0}",SAMOA,WS
SAN MARINO,"{'8': -16.0, '12': -1.0, '19': -14.0, '28': -43.0, '30': -4.0, '37': 0, '54': 0.0, '56': 0.0, '71': 0.0, '72': -251.0, '81': 0.0, '92': -3.0, '93': -2.0, '101': -1932.0, '118': -3.0, '142': -4.0, '151': -4.0, '166': -8.0, '167': -44.0, '177': 5543.0, '186': 0.0, '187': 0.0, '192': -48.0, '196': -4.0, '197': -26.0}",SAN MARINO,SM
SAO TOME AND PRINCIPE,"{'5': -6852.0, '12': -1.0, '19': -132.0, '28': -73.0, '36': -1809.0, '37': 0, '39': -77.0, '54': 0.0, '56': -2.0, '63': -1794.0, '72': -254.0, '75': -6539.0, '81': -4.0, '87': -30.0, '101': -81.0, '118': -166.0, '142': -171.0, '151': -5.0, '162': -20552.0, '166': -3.0, '178': 2139.0, '186': -1.0, '187': 0.0, '192': -252.0, '196': -12.0, '197': -77.0, '203': -40.0, '215': -681.0}",SAO TOME AND PRINCIPE,ST
SAUDI ARABIA,"{'2': -3852.0, '8': -80.0, '11': -15444.0, '12': -828.0, '15': -690.0, '19': -1025.0, '24': -14.0, '28': -416.0, '30': -139.0, '35': -21622.0, '37': -17, '48': -16.0, '53': -229.0, '54': -299.0, '56': -448.0, '59': -17.0, '60': -91.0, '61': -8238.0, '65': -18.0, '71': -484.0, '72': -2845.0, '78': -5347.0, '81': -432.0, '86': -32.0, '87': -28.0, '92': -451.0, '93': -18.0, '94': -14448.0, '95': -2378.0, '97': -680.0, '98': -490.0, '101': -1237.0, '104': -5064.0, '108': -2252.0, '111': -13.0, '112': -1116.0, '115': -37866.0, '117': -14.0, '118': -59.0, '123': -1698.0, '124': -77.0, '126': -332.0, '129': -119.0, '142': -3340.0, '144': -1973.0, '151': -964.0, '152': -2137.0, '155': -24951.0, '156': -59.0, '159': -58.0, '160': -779.0, '161': -227.0, '164': -911.0, '166': -297.0, '167': -217.0, '179': 13454842.0, '180': -1476.0, '186': -48.0, '187': -26.0, '190': -744.0, '192': -1140.0, '193': -1416.0, '196': -6316.0, '197': -1336.0, '201': -1.0, '208': -6049.0, '214': -6579.0, '215': -27808.0, '216': -77946.0, '222': -1524.0}",SAUDI ARABIA,SA
SENEGAL,"{'11': -483.0, '12': -383.0, '19': -6767.0, '24': -8.0, '28': -6267.0, '30': -14.0, '31': -4191.0, '34': -3673.0, '35': -8085.0, '36': -1562.0, '37': 0, '46': -13178.0, '48': -1.0, '53': -6.0, '54': -76.0, '56': -192.0, '61': -425.0, '65': -3.0, '71': -216.0, '72': -134848.0, '75': -30652.0, '76': -132678.0, '78': -6583.0, '79': -85.0, '81': -651.0, '87': -2053.0, '88': -9093.0, '92': -51.0, '93': -29.0, '98': -23.0, '101': -113444.0, '114': -302.0, '115': -1195.0, '116': -2.0, '118': -703.0, '123': -24257.0, '126': -19294.0, '129': -36.0, '136': -1947.0, '139': -30.0, '142': -1174.0, '145': -195.0, '146': -1468.0, '151': -310.0, '161': -113.0, '162': -2383.0, '166': -171.0, '167': -71.0, '180': 274929.0, '183': -306.0, '186': -19.0, '187': -3.0, '190': -3325.0, '192': -59549.0, '196': -989.0, '197': -3008.0, '203': -1016.0, '207': -433.0, '208': -88.0, '212': 0.0, '215': -1775.0, '216': -61497.0, '222': -12.0, '226': -175.0}",SENEGAL,SN
SERBIA,"{'11': -35652.0, '12': -177609.0, '18': -33.0, '19': -769.0, '24': -22.0, '26': -9550.0, '28': -550.0, '30': -3245.0, '35': -35885.0, '37': -75, '50': -48170.0, '53': -2518.0, '54': -3665.0, '56': -3674.0, '59': -75.0, '65': -52.0, '68': -59.0, '71': -252.0, '72': -96899.0, '78': -199691.0, '81': -4467.0, '87': 0.0, '92': -48194.0, '93': -752.0, '101': -86911.0, '104': -57.0, '111': -22.0, '116': -428.0, '117': -13.0, '118': -3682.0, '124': -1663.0, '129': -65.0, '134': -8831.0, '142': -320.0, '144': -1226.0, '149': -18009.0, '151': -6778.0, '156': -31.0, '161': -1363.0, '162': -200.0, '166': -2926.0, '181': 823011.0, '186': -2463.0, '187': -47393.0, '190': -4670.0, '192': -5264.0, '196': -23696.0, '197': -66207.0, '215': -9343.0, '216': -39837.0, '222': -781.0}",SERBIA,RS
SEYCHELLES,"{'11': -3231.0, '12': -32.0, '19': -83.0, '27': -9.0, '28': -37.0, '30': -1.0, '35': -1112.0, '37': 0, '53': -6.0, '54': -5.0, '56': -20.0, '61': -19.0, '71': -6.0, '72': -681.0, '81': -23.0, '87': -1.0, '92': -8.0, '98': -11.0, '101': -940.0, '116': 0.0, '118': -9.0, '127': -124.0, '137': -16940.0, '139': -57.0, '142': -89.0, '151': -13.0, '182': 13050.0, '186': -6.0, '190': -804.0, '192': -52.0, '193': -24.0, '196': -70.0, '197': -235.0, '200': -332.0, '215': -4278.0}",SEYCHELLES,SC
SIERRA LEONE,"{'11': -4447.0, '12': -236.0, '19': -2407.0, '24': -2.0, '28': -7.0, '30': -1.0, '35': -3272.0, '36': -14.0, '37': 0, '53': -1.0, '54': -23.0, '56': -341.0, '61': -61.0, '65': -8.0, '71': -145.0, '72': -1486.0, '76': -2608.0, '78': -3611.0, '79': -2740.0, '81': -176.0, '87': -8342.0, '88': -585.0, '92': -30.0, '93': -19.0, '98': -223.0, '101': -2451.0, '111': 0.0, '114': -16853.0, '115': -251.0, '118': -20.0, '123': -2471.0, '139': -170.0, '142': -3768.0, '147': -4363.0, '151': -518.0, '162': -58.0, '166': -46.0, '180': -15453.0, '183': 53746.0, '186': -1.0, '187': -4.0, '190': -595.0, '192': -1382.0, '196': -941.0, '197': -357.0, '203': -105.0, '215': -26657.0, '216': -44384.0}",SIERRA LEONE,SL
SINGAPORE,"{'8': -2.0, '11': -65909.0, '12': -347.0, '16': -9396.0, '19': -696.0, '23': -17.0, '24': -1.0, '28': -145.0, '29': -1678.0, '30': -33.0, '33': -130.0, '35': -12721.0, '37': 0, '48': -9.0, '53': -31.0, '54': -115.0, '56': -921.0, '61': -143.0, '65': -18.0, '71': -266.0, '72': -2608.0, '78': -3163.0, '81': -83.0, '92': -102.0, '93': -21.0, '94': -7668.0, '95': -23681.0, '98': -246.0, '101': -641.0, '103': -3033.0, '111': -1.0, '115': -714.0, '116': -8.0, '117': -5.0, '118': -149.0, '121': -92227.0, '122': -82.0, '123': -955.0, '124': -89.0, '129': -52.0, '142': -4280.0, '144': -7264.0, '151': -866.0, '156': -55.0, '157': -50.0, '160': -871.0, '162': -30.0, '166': -71.0, '167': -48.0, '184': 2523648.0, '186': -20.0, '187': -7.0, '190': -1096.0, '192': -678.0, '193': -612.0, '196': -921.0, '197': -2352.0, '201': -757.0, '202': -79.0, '208': -269.0, '215': -54357.0, '216': -33505.0, '222': -16.0, '223': -1845.0}",SINGAPORE,SG
SINT MAARTEN (DUTCH PART),"{'7': -22.0, '10': -784.0, '24': -53.0, '25': 0.0, '35': -111.0, '37': -1652, '52': -581.0, '142': -135.0, '172': -51.0, '175': -117.0, '217': -97.0, '222': -240.0}",SINT MAARTEN (DUTCH PART),SX
SLOVAKIA,"{'11': -7366.0, '12': -42800.0, '18': -25.0, '19': -1752.0, '24': -21.0, '26': -3165.0, '28': -268.0, '30': -394.0, '35': -15511.0, '37': 0, '48': -26.0, '50': -603.0, '53': -135.0, '54': -113773.0, '56': -2896.0, '60': -51.0, '61': -61.0, '65': -177.0, '71': -334.0, '72': -5560.0, '78': -60815.0, '81': -876.0, '92': -20980.0, '93': -517.0, '98': -13573.0, '101': -10611.0, '104': -22.0, '111': -36.0, '116': -55.0, '117': -71.0, '118': -869.0, '124': -305.0, '129': -117.0, '133': -2.0, '134': -55.0, '142': -1671.0, '149': -35.0, '151': -3779.0, '156': -43.0, '161': -1707.0, '162': -103.0, '166': -579.0, '167': -1830.0, '181': -484.0, '186': 197161.0, '187': -577.0, '190': -507.0, '192': -9849.0, '196': -1907.0, '197': -20099.0, '208': -428.0, '215': -72209.0, '222': -22.0}",SLOVAKIA,SK
SLOVENIA,"{'8': -817.0, '11': -8454.0, '12': -24263.0, '19': -268.0, '24': -9.0, '26': -1831.0, '28': -224.0, '30': -129.0, '35': -8845.0, '37': 0, '39': -44.0, '50': -18432.0, '53': -13.0, '54': -478.0, '56': -468.0, '65': -40.0, '71': -102.0, '72': -2752.0, '78': -44089.0, '81': -130.0, '87': -25.0, '92': -454.0, '93': -70.0, '98': -239.0, '101': -4693.0, '111': -12.0, '116': -107.0, '117': -10.0, '118': -599.0, '124': -61.0, '129': -57.0, '134': -1622.0, '142': -549.0, '149': -255.0, '151': -438.0, '159': -52.0, '161': -198.0, '162': -61.0, '166': -123.0, '167': -348.0, '181': -11139.0, '186': -380.0, '187': 277964.0, '192': -1382.0, '196': -1411.0, '197': -6516.0, '208': -199.0, '215': -3668.0, '216': -14046.0, '222': -95.0}",SLOVENIA,SI
SOLOMON ISLANDS,"{'11': -2627.0, '12': -11.0, '19': -3.0, '24': -1.0, '37': 0, '56': -2.0, '70': -718.0, '71': -2.0, '72': -2.0, '81': 0.0, '87': -10.0, '93': 0.0, '98': -1.0, '101': -7.0, '140': -73.0, '142': -13.0, '151': -4.0, '157': -220.0, '176': -8.0, '186': -2.0, '187': 0.0, '188': 2520.0, '196': -3.0, '197': -16.0, '215': -425.0, '220': -122.0}",SOLOMON ISLANDS,SB
SOMALIA,"{'2': -11361.0, '8': -2.0, '11': -10155.0, '12': -8547.0, '15': -1020.0, '19': -7393.0, '24': -3.0, '30': -23.0, '35': -29327.0, '37': 0, '48': -1.0, '53': -8.0, '54': -17.0, '56': -11361.0, '57': -94976.0, '61': -20501.0, '64': -2156.0, '65': -3.0, '66': -305.0, '67': -411152.0, '71': -12070.0, '72': -8430.0, '78': -35587.0, '81': -3788.0, '87': -4.0, '92': -472.0, '93': -32.0, '97': -417.0, '98': -606.0, '101': -14473.0, '104': -764.0, '106': -425284.0, '108': -3436.0, '111': -3.0, '115': -111588.0, '116': -24.0, '117': -1.0, '118': -77.0, '120': -102.0, '121': -3294.0, '124': -4101.0, '139': -97.0, '142': -25871.0, '144': -1165.0, '145': -38.0, '151': -29034.0, '164': -1264.0, '166': -89.0, '167': -57.0, '182': -63.0, '186': -17.0, '187': -25.0, '189': 58590.0, '190': -58491.0, '192': -366.0, '194': -179.0, '196': -70432.0, '197': -7579.0, '198': -1079.0, '200': -2642.0, '201': -136.0, '208': -2980.0, '212': -37960.0, '214': -9734.0, '215': -150448.0, '216': -120671.0, '225': -280940.0}",SOMALIA,SO
SOUTH AFRICA,"{'5': -6295.0, '7': -45.0, '8': -127.0, '11': -199690.0, '12': -2871.0, '14': -110.0, '19': -4176.0, '22': -287.0, '24': -18.0, '27': -5733.0, '28': -2014.0, '30': -335.0, '35': -48093.0, '37': -209, '38': -41.0, '39': -53.0, '48': -67.0, '50': -189.0, '53': -4937.0, '54': -554.0, '56': -2332.0, '59': -10.0, '60': -127.0, '61': -222.0, '64': -106.0, '65': -59.0, '66': -12712.0, '68': -22.0, '71': -1022.0, '72': -5925.0, '75': -11.0, '78': -20378.0, '81': -7045.0, '87': -1201.0, '92': -604.0, '93': -104.0, '98': -10299.0, '99': -821.0, '100': -11381.0, '101': -5834.0, '104': -57.0, '106': -96.0, '111': -23.0, '113': -4782.0, '115': -690.0, '116': -30.0, '117': -25.0, '118': -659.0, '120': -6054.0, '123': -646.0, '124': -523.0, '127': -627.0, '129': -220.0, '137': -20171.0, '139': -8883.0, '142': -17522.0, '144': -73846.0, '151': -1741.0, '156': -55.0, '159': -217.0, '160': -864.0, '161': -500.0, '162': -12651.0, '166': -89.0, '167': -238.0, '170': -76.0, '172': -3.0, '181': -142.0, '182': -258.0, '183': -77.0, '186': -154.0, '187': -83.0, '190': 2860495.0, '192': -3817.0, '193': -262.0, '196': -3208.0, '197': -8324.0, '200': -633.0, '208': -403.0, '215': -247336.0, '216': -117321.0, '222': -66.0, '226': -3788.0, '227': -19731.0}",SOUTH AFRICA,ZA
SOUTH SUDAN,"{'11': -9510.0, '15': -1671.0, '35': -5965.0, '37': 0, '39': -2236.0, '55': -90971.0, '56': -16.0, '61': -19013.0, '64': -1300.0, '67': -409890.0, '71': -9.0, '87': -1.0, '97': -297.0, '101': -41.0, '104': -277.0, '106': -121553.0, '108': -1871.0, '111': 0.0, '112': -61.0, '115': -1896.0, '142': -18.0, '151': -178.0, '152': -405.0, '164': -2069.0, '191': 882252.0, '194': -867593.0, '196': -91.0, '197': -32.0, '212': -1022433.0, '214': -15922.0, '225': -551.0}",SOUTH SUDAN,SS
SPAIN,"{'4': -22196.0, '7': -11.0, '8': -99006.0, '11': -19947.0, '12': -7575.0, '14': -117.0, '18': -33.0, '19': -49754.0, '22': -30.0, '24': -13568.0, '25': 0.0, '28': -39028.0, '30': -7450.0, '35': -11521.0, '36': -150.0, '37': -11843, '38': -32.0, '42': -21798.0, '44': -17122.0, '48': -2595.0, '50': -175.0, '51': -505.0, '52': -22.0, '53': -153.0, '54': -1524.0, '56': -7934.0, '59': -7272.0, '60': -7814.0, '61': -416.0, '62': -542.0, '63': -1536.0, '65': -730.0, '71': -3046.0, '72': -282397.0, '74': -80.0, '77': -17.0, '78': -186074.0, '80': -2095.0, '81': -1202.0, '86': -1418.0, '87': -1139.0, '90': -1280.0, '91': -536.0, '92': -2599.0, '93': -991.0, '98': -8886.0, '100': -1833.0, '101': -35124.0, '103': -3417.0, '104': -306.0, '111': -220.0, '114': -49.0, '115': -774.0, '116': -267.0, '117': -833.0, '118': -5651.0, '124': -453.0, '126': -90.0, '127': -26.0, '129': -24731.0, '136': -4421.0, '139': -358.0, '142': -31415.0, '143': -112.0, '145': -480.0, '151': -7350.0, '156': -4447.0, '158': -955.0, '159': -12094.0, '160': -1388.0, '161': -6357.0, '162': -18175.0, '163': -2604.0, '166': -61861.0, '167': -1392.0, '181': -159.0, '182': -23.0, '186': -1304.0, '187': -204.0, '190': -1767.0, '192': 6842202.0, '193': -34.0, '196': -12579.0, '197': -68909.0, '208': -1661.0, '212': -49.0, '215': -150892.0, '216': -102633.0, '218': -19374.0, '222': -70318.0}",SPAIN,ES
SRI LANKA,"{'8': -2.0, '11': -139456.0, '12': -973.0, '14': -40.0, '15': -12667.0, '19': -2246.0, '23': -33.0, '24': -2.0, '27': -988.0, '29': -1343.0, '30': -20.0, '33': -48.0, '35': -142144.0, '37': -40, '43': -4214.0, '48': -1.0, '53': -9821.0, '54': -209.0, '56': -8054.0, '61': -222.0, '65': -62.0, '71': -1148.0, '72': -54756.0, '78': -51830.0, '79': -21.0, '81': -904.0, '87': 0.0, '92': -74.0, '93': -190.0, '94': -184780.0, '98': -271.0, '101': -95811.0, '103': -25781.0, '104': -12559.0, '108': -39667.0, '111': -173.0, '112': -2771.0, '115': -391.0, '116': -8.0, '117': -61.0, '118': -85.0, '121': -7693.0, '122': -7383.0, '124': -49.0, '127': -1137.0, '140': -134.0, '141': -42.0, '142': -10610.0, '144': -14916.0, '151': -9531.0, '152': -30063.0, '153': -539.0, '157': -78.0, '160': -182.0, '161': -111.0, '162': -86.0, '164': -154078.0, '166': -747.0, '167': -586.0, '179': -529336.0, '182': -609.0, '184': -10767.0, '186': -24.0, '187': -19.0, '190': -1186.0, '192': -846.0, '193': 40254.0, '196': -7487.0, '197': -35755.0, '201': -8002.0, '208': -70.0, '214': -120491.0, '215': -128207.0, '216': -51543.0, '223': -82.0}",SRI LANKA,LK
SUDAN,"{'2': -1566.0, '8': -8.0, '11': -20992.0, '12': -783.0, '15': -13982.0, '19': -1524.0, '24': -2.0, '30': -48.0, '35': -11650.0, '37': 0, '39': -20695.0, '40': -372594.0, '48': -1.0, '50': -60.0, '53': -514.0, '54': -63.0, '55': -5370.0, '56': -830.0, '61': -60066.0, '64': -181.0, '65': -26.0, '67': -41959.0, '71': -1179.0, '72': -21153.0, '78': -4429.0, '79': -27.0, '81': -1889.0, '87': -5.0, '92': -225.0, '93': -6.0, '97': -3826.0, '98': -673.0, '101': -3039.0, '104': -6010.0, '106': -9926.0, '108': -49399.0, '111': -5.0, '112': -2201.0, '115': -15400.0, '117': -2.0, '118': -102.0, '123': -709.0, '124': -404.0, '139': -207.0, '142': -5750.0, '146': -1771.0, '151': -4794.0, '152': -19879.0, '160': -64.0, '161': -146.0, '164': -23415.0, '166': -17.0, '167': -256.0, '179': -481215.0, '183': -7.0, '186': -18.0, '187': -17.0, '190': -3651.0, '191': -587668.0, '192': -524.0, '194': 1379147.0, '196': -6065.0, '197': -2413.0, '198': -209.0, '201': -1.0, '208': -546.0, '212': -62670.0, '214': -133226.0, '215': -19078.0, '216': -50713.0, '225': -27044.0}",SUDAN,SD
SURINAME,"{'7': -45.0, '8': -5.0, '10': -1494.0, '11': -181.0, '12': -22.0, '17': -46.0, '19': -4694.0, '24': 0.0, '25': 0.0, '28': -346.0, '30': -2.0, '35': -1128.0, '37': -4412, '48': -23.0, '52': -2180.0, '53': -1.0, '54': -13.0, '56': -32.0, '58': -18.0, '59': -27.0, '65': -2.0, '71': -1.0, '72': -27892.0, '73': -26064.0, '81': -6.0, '84': -33.0, '89': -2714.0, '92': -12.0, '98': -12.0, '101': -40.0, '117': 0.0, '118': -21.0, '142': -182922.0, '151': -37.0, '160': -131.0, '166': -9.0, '172': -20.0, '187': 0.0, '192': -291.0, '195': 47801.0, '196': -57.0, '197': -138.0, '215': -460.0, '216': -21498.0, '222': -43.0}",SURINAME,SR
SWEDEN,"{'4': -51.0, '8': -205.0, '11': -12504.0, '12': -3051.0, '14': -29.0, '18': -333.0, '19': -3204.0, '23': -22.0, '24': -325.0, '27': -437.0, '28': -804.0, '30': -514.0, '35': -7137.0, '37': -105, '39': -12.0, '48': -164.0, '50': -588.0, '53': -905.0, '54': -576.0, '56': -24246.0, '59': -76.0, '60': -365.0, '61': -355.0, '62': -35.0, '65': -952.0, '68': -83.0, '71': -33412.0, '72': -8272.0, '78': -22178.0, '81': -5526.0, '82': -85.0, '86': -49.0, '87': -1.0, '91': -31.0, '92': -1858.0, '93': -2357.0, '98': -2140.0, '100': -667.0, '101': -6228.0, '103': -1782.0, '104': -89.0, '111': -272.0, '114': -199.0, '115': -797.0, '116': -25.0, '117': -555.0, '118': -1460.0, '122': -37.0, '124': -1403.0, '129': -709.0, '134': -150.0, '139': -104.0, '142': -5397.0, '144': -2548.0, '145': -33.0, '151': -48283.0, '156': -254.0, '159': -535.0, '160': -643.0, '161': -1722.0, '162': -920.0, '166': -1323.0, '167': -473.0, '181': -1212.0, '186': -342.0, '187': -339.0, '190': -287.0, '192': -21562.0, '193': -130.0, '196': 2003908.0, '197': -9520.0, '201': -724.0, '208': -7335.0, '212': -23.0, '215': -35824.0, '216': -40687.0, '222': -106.0}",SWEDEN,SE
SWITZERLAND,"{'4': -85.0, '8': -800.0, '11': -15359.0, '12': -15405.0, '14': -327.0, '18': -27.0, '19': -5370.0, '22': -54.0, '23': -24.0, '24': -733.0, '28': -3789.0, '30': -600.0, '35': -20503.0, '36': -12.0, '37': -2083, '38': -89.0, '39': -153.0, '44': -782.0, '48': -805.0, '50': -2830.0, '53': -373.0, '54': -684.0, '56': -2916.0, '59': -1088.0, '60': -2051.0, '61': -1371.0, '62': -59.0, '65': -136.0, '71': -1148.0, '72': -108987.0, '74': -120.0, '77': -13.0, '78': -93524.0, '79': -169.0, '81': -3769.0, '84': -203.0, '86': -165.0, '87': -15.0, '90': -369.0, '91': -61.0, '92': -3692.0, '93': -226.0, '98': -633.0, '100': -3740.0, '101': -193568.0, '103': -1315.0, '104': -199.0, '111': -97.0, '114': -25.0, '115': -993.0, '116': -14437.0, '117': -100.0, '118': -1375.0, '122': -128.0, '124': -309.0, '127': -104.0, '129': -1675.0, '133': -21.0, '134': -211.0, '139': -446.0, '142': -8003.0, '144': -4323.0, '145': -86.0, '151': -2427.0, '156': -439.0, '159': -1479.0, '160': -1098.0, '161': -1337.0, '162': -18566.0, '166': -1080.0, '167': -578.0, '172': -7.0, '181': -2910.0, '186': -1045.0, '187': -978.0, '190': -2365.0, '192': -65924.0, '193': -290.0, '196': -4123.0, '197': 2491249.0, '199': -50.0, '201': -976.0, '208': -14260.0, '215': -23649.0, '216': -47989.0, '222': -622.0}",SWITZERLAND,CH
SYRIA,"{'2': -7757.0, '7': -254.0, '8': -1135.0, '9': -17416.0, '11': -26291.0, '12': -53259.0, '15': -5553.0, '18': -80.0, '19': -33724.0, '24': -2.0, '28': -8003.0, '30': -17848.0, '35': -57031.0, '37': -866, '48': -13.0, '50': -167.0, '53': -11446.0, '54': -1358.0, '56': -36184.0, '58': -15.0, '59': -25.0, '60': -164.0, '61': -125673.0, '65': -174.0, '71': -6223.0, '72': -21488.0, '75': -27.0, '78': -707457.0, '79': -58.0, '81': -42861.0, '84': -270.0, '86': -83.0, '87': -6.0, '92': -2693.0, '93': -280.0, '95': -2378.0, '97': -254441.0, '98': -2937.0, '100': -9207.0, '101': -8276.0, '104': -698701.0, '108': -23156.0, '111': -63.0, '112': -1042785.0, '115': -44450.0, '116': -32.0, '117': -431.0, '118': -1839.0, '124': -3242.0, '126': -606.0, '129': -218.0, '136': -3676.0, '142': -88993.0, '151': -31197.0, '155': -5731.0, '156': -329.0, '160': -64.0, '161': -773.0, '162': -531.0, '164': -24749.0, '166': -3138.0, '167': -3262.0, '172': -130.0, '179': -823261.0, '181': -123.0, '186': -289.0, '187': -247.0, '190': -138.0, '192': -16938.0, '193': -72.0, '196': -190882.0, '197': -19770.0, '198': 868711.0, '207': -1382.0, '208': -3792505.0, '213': -3781.0, '214': -52925.0, '215': -11457.0, '216': -84169.0, '222': -14737.0, '225': -4013.0}",SYRIA,SY
TAJIKISTAN,"{'0': -4422.0, '11': -171.0, '12': -633.0, '13': -236.0, '18': -5595.0, '19': -70.0, '24': -1.0, '28': -8.0, '30': -169.0, '35': -1409.0, '37': 0, '53': -6.0, '54': -348.0, '56': -37.0, '61': -129.0, '65': -373.0, '71': -63.0, '72': -276.0, '77': -148.0, '78': -32157.0, '81': -97.0, '87': 0.0, '92': -17.0, '93': -2.0, '98': -22.0, '100': -1830.0, '101': -264.0, '105': -16644.0, '109': -2146.0, '111': -565.0, '115': -723.0, '117': -361.0, '118': -22.0, '142': -80.0, '151': -121.0, '161': -198.0, '166': -35.0, '167': -466252.0, '186': -13.0, '187': -11.0, '192': -112.0, '196': -398.0, '197': -262.0, '199': 276031.0, '208': -378.0, '209': -1465.0, '213': -29857.0, '215': -338.0, '216': -6979.0, '219': -11408.0}",TAJIKISTAN,TJ
TANZANIA,"{'8': -1.0, '11': -5061.0, '12': -223.0, '19': -732.0, '24': -5.0, '27': -814.0, '28': -111.0, '30': -13.0, '32': -33318.0, '35': -22182.0, '37': -16, '38': -16.0, '45': -143.0, '48': -4.0, '53': -142.0, '54': -30.0, '56': -1078.0, '61': -144.0, '64': -459.0, '65': -5.0, '71': -561.0, '72': -735.0, '78': -1771.0, '79': -8.0, '81': -401.0, '87': 0.0, '92': -78.0, '93': -24.0, '98': -142.0, '101': -1845.0, '106': -34767.0, '111': -2.0, '113': -155.0, '115': -281.0, '116': -2.0, '117': -1.0, '118': -24.0, '120': -7041.0, '123': -1033.0, '137': -7423.0, '139': -1148.0, '142': -1482.0, '151': -935.0, '157': -27.0, '161': -90.0, '162': -77.0, '166': -25.0, '167': -215.0, '168': -42713.0, '186': 0.0, '187': -2.0, '190': -11544.0, '192': -486.0, '196': -1945.0, '197': -898.0, '200': 426017.0, '208': -303.0, '212': -20438.0, '215': -45122.0, '216': -73021.0, '226': -6617.0}",TANZANIA,TZ
