COUNTRY,flows,short,ISO Code
SPAIN,"{'0': 615.0, '1': 2615.0, '2': 61611.0, '4': 7964.0, '5': 4795.0, '8': 284921.0, '9': 12845.0, '11': 8606.0, '12': 11936.0, '13': 831.0, '14': 77.0, '15': 74.0, '16': 14594.0, '17': 56.0, '18': 5245.0, '19': 51896.0, '20': 44.0, '21': 536.0, '24': 159936.0, '26': 2858.0, '28': 133244.0, '29': 27.0, '30': 119741.0, '31': 1547.0, '32': 141.0, '33': 125.0, '34': 6990.0, '35': 9343.0, '36': 5999.0, '37': 351164, '39': 217.0, '40': 163.0, '42': 61798.0, '43': 179104.0, '44': 450377.0, '46': 2840.0, '48': 4505.0, '50': 2272.0, '51': 162368.0, '53': 493.0, '54': 11539.0, '55': 1980.0, '56': 11659.0, '57': 26.0, '58': 1302.0, '59': 184832.0, '60': 430275.0, '61': 5571.0, '62': 12408.0, '63': 22528.0, '64': 183.0, '65': 2529.0, '67': 5012.0, '70': 42.0, '71': 13200.0, '72': 221373.0, '75': 374.0, '76': 19489.0, '77': 11824.0, '78': 200659.0, '79': 13778.0, '81': 5373.0, '83': 839.0, '86': 10002.0, '87': 10911.0, '88': 7246.0, '89': 148.0, '90': 976.0, '91': 99418.0, '92': 12548.0, '93': 1513.0, '94': 47114.0, '95': 2614.0, '96': 7947.0, '97': 2467.0, '98': 16100.0, '100': 3856.0, '101': 153583.0, '102': 379.0, '103': 8271.0, '104': 3050.0, '105': 2424.0, '106': 2098.0, '108': 650.0, '109': 448.0, '110': 251.0, '111': 5381.0, '112': 4508.0, '114': 1104.0, '115': 1302.0, '116': 153.0, '117': 16492.0, '118': 1921.0, '119': 620.0, '120': 86.0, '121': 811.0, '123': 18734.0, '124': 420.0, '126': 8879.0, '127': 324.0, '129': 60854.0, '131': 21738.0, '132': 315.0, '133': 565.0, '134': 225.0, '136': 785884.0, '137': 1615.0, '138': 116.0, '139': 168.0, '141': 4232.0, '142': 51778.0, '144': 1446.0, '145': 42784.0, '146': 377.0, '147': 29016.0, '149': 845.0, '151': 15024.0, '152': 66.0, '153': 63819.0, '155': 2569.0, '156': 5730.0, '157': 39.0, '158': 77926.0, '159': 226473.0, '160': 51181.0, '161': 63466.0, '162': 108063.0, '164': 121.0, '166': 613336.0, '167': 96126.0, '168': 381.0, '172': 59.0, '177': 48.0, '178': 252.0, '179': 1140.0, '180': 59549.0, '181': 5264.0, '182': 52.0, '183': 1382.0, '184': 678.0, '186': 9849.0, '187': 1382.0, '189': 366.0, '190': 3817.0, '192': -1489823.0, '193': 846.0, '194': 524.0, '195': 291.0, '196': 21562.0, '197': 65924.0, '198': 16938.0, '199': 112.0, '200': 486.0, '201': 2812.0, '203': 684.0, '206': 276.0, '207': 3688.0, '208': 5356.0, '209': 79.0, '211': 44.0, '212': 282.0, '213': 106373.0, '214': 438.0, '215': 303193.0, '216': 57112.0, '218': 81427.0, '219': 865.0, '222': 325667.0, '223': 2205.0, '225': 187.0, '226': 198.0, '227': 451.0}",SPAIN,ES
SRI LANKA,"{'0': 132.0, '11': 474.0, '15': 402.0, '16': 673.0, '23': 233.0, '35': 251.0, '37': 36, '43': 2481.0, '53': 251.0, '61': 131.0, '71': 60.0, '72': 300.0, '78': 560.0, '81': 89.0, '90': 36.0, '94': 10837.0, '95': 323.0, '96': 104.0, '97': 39.0, '100': 54.0, '101': 5168.0, '103': 848.0, '104': 276.0, '108': 1753.0, '112': 741.0, '115': 39.0, '121': 925.0, '122': 1408.0, '141': 343.0, '144': 111.0, '151': 117.0, '152': 331.0, '153': 1083.0, '162': 32.0, '164': 275.0, '167': 150.0, '179': 1416.0, '182': 24.0, '184': 612.0, '190': 262.0, '192': 34.0, '193': -1960025.0, '196': 130.0, '197': 290.0, '198': 72.0, '201': 276.0, '208': 44.0, '214': 1688.0, '215': 1192.0, '216': 613.0}",SRI LANKA,LK
SUDAN,"{'37': 0, '39': 25962.0, '40': 103065.0, '43': 1536.0, '55': 10297.0, '61': 18566.0, '64': 220960.0, '67': 70173.0, '94': 1764.0, '106': 3561.0, '115': 2153.0, '123': 938.0, '147': 20508.0, '189': 179.0, '191': 867593.0, '194': -2104887.0, '212': 1728.0}",SUDAN,SD
SURINAME,"{'28': 5566.0, '37': 0, '43': 5446.0, '89': 13557.0, '142': 3476.0, '195': -273209.0}",SURINAME,SR
SWEDEN,"{'0': 53306.0, '1': 5724.0, '2': 3451.0, '4': 4.0, '5': 812.0, '7': 5.0, '8': 3503.0, '9': 3233.0, '11': 4940.0, '12': 5901.0, '13': 3534.0, '14': 35.0, '15': 113.0, '16': 10263.0, '17': 119.0, '18': 3407.0, '19': 3073.0, '20': 13.0, '21': 114.0, '22': 19.0, '23': 36.0, '24': 4739.0, '26': 60912.0, '27': 134.0, '28': 9533.0, '29': 9.0, '30': 9869.0, '31': 89.0, '32': 3351.0, '33': 717.0, '34': 1703.0, '35': 4205.0, '36': 419.0, '37': 5059, '39': 161.0, '40': 136.0, '42': 28709.0, '43': 34767.0, '44': 12894.0, '45': 2.0, '46': 894.0, '48': 483.0, '50': 11446.0, '51': 2992.0, '53': 871.0, '54': 2309.0, '55': 4895.0, '56': 41033.0, '57': 457.0, '58': 46.0, '59': 883.0, '60': 2643.0, '61': 8361.0, '62': 3200.0, '63': 54.0, '64': 43380.0, '65': 10351.0, '66': 30.0, '67': 21223.0, '70': 69.0, '71': 151661.0, '72': 11443.0, '75': 33.0, '76': 5501.0, '77': 1975.0, '78': 52446.0, '79': 3271.0, '80': 4.0, '81': 19399.0, '83': 39.0, '86': 875.0, '87': 655.0, '88': 155.0, '89': 132.0, '90': 154.0, '91': 410.0, '92': 17227.0, '93': 6144.0, '94': 36133.0, '95': 2897.0, '96': 79363.0, '97': 147715.0, '98': 2914.0, '100': 2803.0, '101': 13527.0, '102': 420.0, '103': 3617.0, '104': 5001.0, '105': 2391.0, '106': 4616.0, '107': 3.0, '108': 3618.0, '109': 1245.0, '110': 509.0, '111': 8434.0, '112': 28836.0, '113': 69.0, '114': 1006.0, '115': 3790.0, '116': 4.0, '117': 15107.0, '118': 386.0, '119': 137.0, '120': 104.0, '121': 1711.0, '122': 24.0, '123': 187.0, '124': 203.0, '125': 1.0, '126': 75.0, '127': 208.0, '129': 3099.0, '131': 1232.0, '132': 47.0, '133': 4212.0, '134': 1254.0, '136': 11306.0, '137': 338.0, '138': 1556.0, '139': 158.0, '140': 1.0, '141': 1080.0, '142': 12402.0, '144': 1267.0, '145': 929.0, '146': 68.0, '147': 6096.0, '149': 8571.0, '151': 42813.0, '152': 80.0, '153': 16597.0, '154': 6.0, '155': 8108.0, '156': 319.0, '157': 29.0, '158': 216.0, '159': 8093.0, '160': 14878.0, '161': 95128.0, '162': 4253.0, '164': 315.0, '166': 31831.0, '167': 22166.0, '168': 748.0, '171': 0.0, '172': 40.0, '175': 18.0, '176': 27.0, '177': 4.0, '178': 12.0, '179': 6316.0, '180': 989.0, '181': 23696.0, '182': 70.0, '183': 941.0, '184': 921.0, '186': 1907.0, '187': 1411.0, '188': 3.0, '189': 70432.0, '190': 3208.0, '191': 91.0, '192': 12579.0, '193': 7487.0, '194': 6065.0, '195': 57.0, '196': -327581.0, '197': 4123.0, '198': 190882.0, '199': 398.0, '200': 1945.0, '201': 43476.0, '202': 5.0, '203': 394.0, '205': 33.0, '206': 306.0, '207': 5734.0, '208': 51223.0, '209': 258.0, '212': 4948.0, '213': 10176.0, '214': 3292.0, '215': 29715.0, '216': 22503.0, '218': 2249.0, '219': 4343.0, '220': 1.0, '222': 1535.0, '223': 20245.0, '225': 2604.0, '226': 646.0, '227': 690.0}",SWEDEN,SE
SWITZERLAND,"{'0': 15036.0, '1': 4323.0, '2': 10136.0, '4': 119.0, '5': 6936.0, '7': 67.0, '8': 9509.0, '9': 1133.0, '11': 6538.0, '12': 59494.0, '13': 853.0, '14': 144.0, '15': 210.0, '16': 2761.0, '17': 90.0, '18': 1662.0, '19': 17370.0, '20': 46.0, '21': 672.0, '23': 89.0, '24': 4593.0, '26': 57678.0, '27': 83.0, '28': 42715.0, '29': 54.0, '30': 8600.0, '31': 731.0, '32': 670.0, '33': 2533.0, '34': 8044.0, '35': 12189.0, '36': 2806.0, '37': 19778, '39': 234.0, '40': 310.0, '42': 7622.0, '43': 25088.0, '44': 14194.0, '45': 43.0, '46': 1196.0, '48': 1097.0, '50': 19872.0, '51': 3574.0, '53': 535.0, '54': 15522.0, '55': 7376.0, '56': 5537.0, '57': 124.0, '58': 399.0, '59': 12377.0, '60': 7615.0, '61': 6673.0, '62': 970.0, '63': 92.0, '64': 37590.0, '65': 854.0, '66': 88.0, '67': 8145.0, '70': 96.0, '71': 5466.0, '72': 170155.0, '75': 320.0, '76': 944.0, '77': 1098.0, '78': 357112.0, '79': 2867.0, '81': 14784.0, '83': 41.0, '86': 1144.0, '87': 1713.0, '88': 735.0, '89': 150.0, '90': 1815.0, '91': 740.0, '92': 26259.0, '93': 448.0, '94': 22641.0, '95': 3782.0, '96': 13094.0, '97': 10567.0, '98': 4093.0, '100': 4078.0, '101': 270077.0, '102': 844.0, '103': 7722.0, '104': 942.0, '105': 3827.0, '106': 3800.0, '107': 4.0, '108': 547.0, '109': 686.0, '110': 1013.0, '111': 2541.0, '112': 7120.0, '113': 88.0, '114': 422.0, '115': 1393.0, '116': 2263.0, '117': 2477.0, '118': 2422.0, '119': 1991.0, '120': 169.0, '121': 2507.0, '122': 88.0, '123': 521.0, '124': 312.0, '125': 0.0, '126': 149.0, '127': 2881.0, '129': 7828.0, '131': 2688.0, '132': 329.0, '133': 1097.0, '134': 2932.0, '136': 18914.0, '137': 1429.0, '138': 387.0, '139': 321.0, '140': 11.0, '141': 1077.0, '142': 23521.0, '144': 1898.0, '145': 792.0, '146': 226.0, '147': 3832.0, '149': 69612.0, '151': 2243.0, '152': 99.0, '153': 5381.0, '154': 2.0, '155': 245.0, '156': 588.0, '157': 251.0, '158': 1267.0, '159': 10591.0, '160': 14455.0, '161': 40957.0, '162': 218672.0, '164': 93.0, '166': 24386.0, '167': 24722.0, '168': 1108.0, '171': 9.0, '172': 58.0, '175': 14.0, '176': 15.0, '177': 26.0, '178': 77.0, '179': 1336.0, '180': 3008.0, '181': 66207.0, '182': 235.0, '183': 357.0, '184': 2352.0, '186': 20099.0, '187': 6516.0, '188': 16.0, '189': 7579.0, '190': 8324.0, '191': 32.0, '192': 68909.0, '193': 35755.0, '194': 2413.0, '195': 138.0, '196': 9520.0, '197': -713623.0, '198': 19770.0, '199': 262.0, '200': 898.0, '201': 20958.0, '202': 18.0, '203': 2194.0, '205': 16.0, '206': 346.0, '207': 12630.0, '208': 80729.0, '209': 153.0, '211': 2.0, '212': 853.0, '213': 10631.0, '214': 826.0, '215': 45951.0, '216': 38779.0, '218': 1645.0, '219': 1035.0, '220': 11.0, '221': 6.0, '222': 5212.0, '223': 12263.0, '225': 690.0, '226': 424.0, '227': 1027.0}",SWITZERLAND,CH
SYRIA,"{'0': 1143.0, '37': 0, '97': 203003.0, '155': 596357.0, '189': 1079.0, '194': 209.0, '198': -8457214.0}",SYRIA,SY
TAJIKISTAN,"{'0': 12433.0, '2': 128.0, '9': 193.0, '12': 61.0, '13': 168.0, '18': 680.0, '29': 21.0, '35': 47.0, '37': 20, '43': 46.0, '56': 129.0, '77': 664.0, '78': 132.0, '94': 618.0, '96': 1200.0, '97': 60.0, '105': 840.0, '109': 11351.0, '131': 788.0, '142': 48.0, '144': 107.0, '146': 20.0, '152': 34.0, '153': 103.0, '161': 35.0, '167': 234998.0, '197': 50.0, '199': -586851.0, '208': 777.0, '209': 446.0, '213': 1212.0, '215': 313.0, '216': 273.0, '217': 20.0, '219': 7563.0, '226': 21.0}",TAJIKISTAN,TJ
TANZANIA,"{'5': 1115.0, '27': 125.0, '32': 222115.0, '35': 261.0, '37': 0, '45': 533.0, '46': 22287.0, '55': 70736.0, '66': 77.0, '78': 861.0, '94': 7135.0, '101': 511.0, '106': 24274.0, '113': 132.0, '120': 6153.0, '127': 170.0, '137': 13052.0, '139': 573.0, '153': 595.0, '168': 517.0, '182': 332.0, '189': 2642.0, '190': 633.0, '200': -327863.0, '212': 4326.0, '215': 944.0, '216': 1149.0, '226': 7637.0, '227': 759.0}",TANZANIA,TZ
THAILAND,"{'0': 1.0, '11': 1470.0, '16': 1458.0, '33': 691776.0, '35': 779.0, '37': 0, '43': 77280.0, '55': 16.0, '56': 665.0, '67': 2.0, '72': 1369.0, '78': 2387.0, '94': 9245.0, '95': 697.0, '96': 13.0, '97': 84.0, '101': 636.0, '103': 8481.0, '110': 941309.0, '114': 1.0, '121': 1364.0, '138': 1848270.0, '141': 11618.0, '142': 706.0, '144': 1869.0, '151': 745.0, '153': 2202.0, '155': 15.0, '160': 1361.0, '162': 550.0, '168': 4.0, '179': 1.0, '184': 757.0, '189': 136.0, '193': 8002.0, '194': 1.0, '196': 724.0, '197': 976.0, '201': -1086985.0, '203': 2.0, '208': 1.0, '215': 2147.0, '216': 4211.0, '223': 7322.0, '227': 1.0}",THAILAND,TH
TIMOR-LESTE,"{'11': 553.0, '16': 67.0, '28': 64.0, '37': 27, '43': 938.0, '51': 27.0, '95': 4113.0, '121': 63.0, '144': 70.0, '153': 301.0, '160': 370.0, '162': 271.0, '184': 79.0, '201': 60.0, '202': -39588.0, '216': 57.0, '223': 204.0}",TIMOR-LESTE,TL
TOGO,"{'19': 64.0, '21': 72330.0, '31': 13765.0, '34': 702.0, '35': 47.0, '36': 39.0, '37': 0, '39': 377.0, '40': 718.0, '43': 521.0, '46': 258.0, '55': 656.0, '63': 107.0, '72': 798.0, '75': 903.0, '76': 1071.0, '78': 201.0, '79': 47232.0, '87': 3367.0, '88': 130.0, '114': 168.0, '123': 8196.0, '126': 144.0, '146': 66332.0, '147': 32266.0, '168': 669.0, '178': 40.0, '180': 1016.0, '183': 105.0, '203': -545409.0, '216': 182.0}",TOGO,TG
TOKELAU,"{'11': 40.0, '37': 0, '144': 166.0, '176': 195.0, '204': -2112.0, '211': 47.0}",TOKELAU,TK
TONGA,"{'37': 0, '43': 114.0, '70': 470.0, '94': 177.0, '103': 65.0, '176': 217.0, '205': -74550.0}",TONGA,TO
TRINIDAD AND TOBAGO,"{'17': 1184.0, '35': 1972.0, '37': 22288, '43': 961.0, '51': 2412.0, '78': 280.0, '83': 8913.0, '89': 10923.0, '94': 1064.0, '102': 1661.0, '147': 557.0, '160': 383.0, '172': 977.0, '175': 7141.0, '206': -330519.0, '215': 2629.0, '216': 6439.0, '222': 24001.0}",TRINIDAD AND TOBAGO,TT
TUNISIA,"{'2': 11060.0, '34': 758.0, '37': 0, '61': 1206.0, '72': 9151.0, '78': 1537.0, '97': 675.0, '101': 2345.0, '115': 9688.0, '123': 1058.0, '126': 560.0, '136': 6146.0, '147': 575.0, '155': 589.0, '180': 433.0, '198': 1382.0, '207': -902268.0, '216': 644.0}",TUNISIA,TN
TURKEY,"{'0': 117595.0, '1': 4554.0, '2': 887.0, '8': 190.0, '9': 1090.0, '11': 4036.0, '12': 19717.0, '13': 23090.0, '16': 450.0, '18': 410.0, '19': 12035.0, '26': 3253.0, '28': 471.0, '30': 661438.0, '35': 1959.0, '37': 219, '42': 58.0, '43': 2415.0, '44': 61.0, '48': 72.0, '50': 303.0, '51': 56.0, '53': 14291.0, '54': 1557.0, '55': 99.0, '56': 4627.0, '61': 1079.0, '65': 153.0, '66': 103.0, '67': 204.0, '71': 2295.0, '72': 21973.0, '77': 8952.0, '78': 376288.0, '79': 196.0, '81': 81457.0, '84': 61.0, '92': 713.0, '93': 56.0, '94': 713.0, '95': 244.0, '96': 84270.0, '97': 233288.0, '98': 737.0, '100': 3738.0, '101': 3908.0, '103': 2750.0, '104': 1257.0, '105': 6869.0, '106': 236.0, '108': 391.0, '109': 2697.0, '111': 86.0, '112': 1554.0, '115': 4220.0, '117': 355.0, '118': 59.0, '121': 361.0, '124': 56.0, '129': 208.0, '131': 3206.0, '133': 259.0, '136': 659.0, '138': 50.0, '142': 30017.0, '144': 397.0, '147': 1204.0, '149': 198004.0, '151': 4886.0, '152': 32.0, '153': 1599.0, '155': 1013.0, '159': 70.0, '160': 801.0, '161': 4695.0, '162': 305.0, '164': 40.0, '166': 28522.0, '167': 27319.0, '179': 6049.0, '180': 88.0, '184': 269.0, '186': 428.0, '187': 199.0, '189': 2980.0, '190': 403.0, '192': 1661.0, '193': 70.0, '194': 546.0, '196': 7335.0, '197': 14260.0, '198': 3792505.0, '199': 378.0, '200': 303.0, '201': 199.0, '207': 708.0, '208': -3411408.0, '209': 2793.0, '213': 5745.0, '214': 58.0, '215': 26016.0, '216': 18675.0, '218': 58.0, '219': 10954.0, '222': 52.0, '223': 39.0, '225': 136.0}",TURKEY,TR
TURKMENISTAN,"{'0': 198.0, '9': 7058.0, '13': 7596.0, '18': 2042.0, '37': 0, '78': 1029.0, '96': 1887.0, '105': 19994.0, '167': 74600.0, '199': 1465.0, '209': -242554.0, '213': 7952.0, '219': 67003.0}",TURKMENISTAN,TM
TURKS AND CAICOS ISLANDS,"{'14': 307.0, '35': 521.0, '37': 18083, '59': 1989.0, '90': 15787.0, '210': -2689.0, '215': 471.0, '216': 1046.0}",TURKS AND CAICOS ISLANDS,TC
TUVALU,"{'37': 0, '70': 55.0, '107': 62.0, '140': 5.0, '176': 2.0, '211': -3670.0, '216': 3.0}",TUVALU,TV
UGANDA,"{'2': 0.0, '16': 117.0, '19': 35.0, '32': 50652.0, '35': 221.0, '37': 15, '43': 341.0, '51': 15.0, '55': 397638.0, '56': 143.0, '61': 0.0, '64': 14499.0, '67': 3009.0, '72': 207.0, '76': 0.0, '78': 194.0, '79': 0.0, '81': 32.0, '92': 7.0, '94': 3277.0, '101': 337.0, '103': 170.0, '106': 34241.0, '115': 0.0, '120': 5.0, '126': 0.0, '137': 24.0, '142': 178.0, '147': 2.0, '151': 6.0, '153': 995.0, '167': 253.0, '168': 65676.0, '180': 0.0, '189': 37960.0, '191': 1022433.0, '192': 49.0, '194': 62670.0, '196': 23.0, '200': 20438.0, '203': 2.0, '212': -781440.0, '215': 998.0, '216': 806.0, '226': 5.0, '227': 1.0}",UGANDA,UG
UKRAINE,"{'0': 4891.0, '9': 48097.0, '13': 83674.0, '18': 249641.0, '30': 1760.0, '37': 0, '43': 6668.0, '65': 10392.0, '77': 65475.0, '78': 1099.0, '94': 3879.0, '96': 2170.0, '100': 3813.0, '104': 3775.0, '105': 225962.0, '109': 27175.0, '111': 19821.0, '112': 1792.0, '117': 24825.0, '131': 152249.0, '136': 1765.0, '155': 1537.0, '161': 3128.0, '167': 3330586.0, '198': 3781.0, '199': 29857.0, '208': 1376.0, '209': 22979.0, '213': -6139144.0, '216': 2782.0, '219': 223491.0, '223': 12596.0}",UKRAINE,UA
UNITED ARAB EMIRATES,"{'0': 8191.0, '15': 1998.0, '16': 1095231.0, '37': 0, '40': 5350.0, '61': 899612.0, '64': 19334.0, '67': 11049.0, '72': 18141.0, '94': 3471300.0, '95': 318809.0, '104': 168968.0, '108': 67525.0, '112': 41913.0, '136': 8942.0, '141': 27886.0, '142': 3155.0, '147': 15697.0, '153': 996288.0, '155': 58308.0, '160': 564769.0, '164': 2671.0, '179': 6579.0, '189': 9734.0, '191': 15922.0, '193': 120491.0, '194': 133226.0, '198': 52925.0, '201': 12819.0, '207': 5874.0, '208': 38186.0, '214': -203214.0, '215': 29191.0, '216': 15620.0, '225': 205618.0}",UNITED ARAB EMIRATES,AE
UNITED KINGDOM,"{'0': 51376.0, '1': 10458.0, '2': 23380.0, '4': 53.0, '5': 13471.0, '6': 807.0, '7': 5005.0, '8': 11385.0, '9': 1477.0, '10': 936.0, '11': 140235.0, '12': 21163.0, '13': 2271.0, '14': 2442.0, '15': 6575.0, '16': 241799.0, '17': 26622.0, '18': 3635.0, '19': 31425.0, '20': 1694.0, '21': 563.0, '22': 4775.0, '23': 336.0, '24': 3212.0, '26': 9576.0, '27': 3485.0, '28': 44175.0, '29': 5326.0, '30': 103196.0, '31': 205.0, '32': 4265.0, '33': 1255.0, '34': 8834.0, '35': 100538.0, '36': 993.0, '37': 261036, '38': 1266.0, '39': 304.0, '40': 345.0, '41': 16838.0, '42': 8063.0, '43': 208229.0, '44': 25001.0, '45': 133.0, '46': 7978.0, '48': 712.0, '50': 8610.0, '51': 2333.0, '53': 61053.0, '54': 45578.0, '55': 18423.0, '56': 26960.0, '57': 451.0, '58': 8625.0, '59': 1246.0, '60': 7739.0, '61': 36831.0, '62': 1284.0, '63': 222.0, '64': 15911.0, '65': 12967.0, '66': 1534.0, '67': 15278.0, '68': 437.0, '69': 1342.0, '70': 6397.0, '71': 20999.0, '72': 170270.0, '74': 117.0, '75': 322.0, '76': 10015.0, '77': 2427.0, '78': 310043.0, '79': 131095.0, '80': 12401.0, '81': 75441.0, '82': 57.0, '83': 12556.0, '86': 963.0, '87': 1710.0, '88': 1817.0, '89': 28074.0, '90': 309.0, '91': 694.0, '92': 82667.0, '93': 2370.0, '94': 835359.0, '95': 10737.0, '96': 83531.0, '97': 70569.0, '98': 370151.0, '99': 10983.0, '100': 19797.0, '101': 254054.0, '102': 128772.0, '103': 49238.0, '104': 5897.0, '105': 3882.0, '106': 139352.0, '107': 222.0, '108': 12436.0, '109': 775.0, '110': 741.0, '111': 86007.0, '112': 17333.0, '113': 732.0, '114': 3378.0, '115': 16803.0, '116': 33.0, '117': 190342.0, '118': 3314.0, '119': 1202.0, '120': 19035.0, '121': 78736.0, '122': 372.0, '123': 327.0, '124': 29600.0, '126': 157.0, '127': 45365.0, '129': 9726.0, '131': 2370.0, '132': 406.0, '133': 1302.0, '134': 1162.0, '135': 10872.0, '136': 22476.0, '137': 6092.0, '138': 14505.0, '139': 2427.0, '140': 18.0, '141': 37212.0, '142': 81375.0, '143': 165.0, '144': 79478.0, '145': 393.0, '146': 195.0, '147': 205773.0, '149': 2776.0, '151': 20224.0, '152': 3421.0, '153': 537047.0, '156': 789.0, '157': 1428.0, '158': 826.0, '159': 7426.0, '160': 141722.0, '161': 835975.0, '162': 141916.0, '164': 2347.0, '165': 15.0, '166': 393569.0, '167': 36203.0, '168': 4476.0, '170': 4049.0, '171': 7998.0, '172': 11448.0, '175': 9558.0, '176': 319.0, '178': 681.0, '179': 27808.0, '180': 1775.0, '181': 9343.0, '182': 4278.0, '183': 26657.0, '184': 54357.0, '186': 72209.0, '187': 3668.0, '188': 425.0, '189': 150448.0, '190': 247336.0, '192': 150892.0, '193': 128207.0, '194': 19078.0, '195': 460.0, '196': 35824.0, '197': 23649.0, '198': 11457.0, '199': 338.0, '200': 45122.0, '201': 39589.0, '202': 2787.0, '203': 1420.0, '205': 273.0, '206': 29508.0, '207': 6048.0, '208': 97205.0, '209': 538.0, '210': 149.0, '212': 76333.0, '213': 22119.0, '214': 11065.0, '215': -4732510.0, '216': 170771.0, '217': 181.0, '218': 1532.0, '219': 2087.0, '220': 181.0, '222': 8611.0, '223': 35168.0, '225': 20071.0, '226': 33040.0, '227': 170350.0}",UNITED KINGDOM,GB
UNITED STATES,"{'0': 142504.0, '1': 97252.0, '2': 28531.0, '5': 20445.0, '7': 46037.0, '8': 219448.0, '9': 87494.0, '10': 9576.0, '11': 103446.0, '12': 39133.0, '13': 31914.0, '14': 46921.0, '16': 261496.0, '17': 51738.0, '18': 51507.0, '19': 30733.0, '20': 42970.0, '22': 13176.0, '24': 80028.0, '26': 104136.0, '28': 517519.0, '30': 64474.0, '33': 154891.0, '34': 70087.0, '35': 793897.0, '36': 36082.0, '37': 6381315, '42': 89714.0, '43': 2184110.0, '44': 817604.0, '48': 96903.0, '50': 36110.0, '51': 1376211.0, '53': 29674.0, '54': 110257.0, '55': 37145.0, '56': 33223.0, '58': 36016.0, '59': 1167738.0, '60': 425294.0, '61': 204993.0, '62': 1410659.0, '64': 51625.0, '65': 16109.0, '67': 245671.0, '70': 51535.0, '71': 31795.0, '72': 162365.0, '76': 33653.0, '77': 39422.0, '78': 534203.0, '79': 201086.0, '81': 116619.0, '83': 25303.0, '86': 1226849.0, '87': 29548.0, '89': 241573.0, '90': 705361.0, '91': 773045.0, '92': 63678.0, '93': 8241.0, '94': 2723764.0, '95': 105617.0, '96': 387246.0, '97': 256028.0, '98': 105858.0, '100': 133771.0, '101': 309965.0, '102': 792370.0, '103': 319968.0, '104': 91208.0, '105': 36353.0, '106': 156960.0, '108': 29083.0, '109': 8890.0, '110': 173275.0, '111': 22342.0, '112': 119145.0, '114': 105233.0, '115': 14059.0, '117': 32434.0, '118': 3875.0, '121': 73947.0, '124': 12154.0, '125': 10442.0, '129': 10853105.0, '131': 45713.0, '135': 9805.0, '136': 76460.0, '138': 156410.0, '141': 176462.0, '142': 79923.0, '144': 49640.0, '145': 255008.0, '147': 402186.0, '149': 32866.0, '151': 18055.0, '153': 408412.0, '155': 58389.0, '156': 99764.0, '158': 46170.0, '159': 435868.0, '160': 2061178.0, '161': 406794.0, '162': 191313.0, '163': 1829251.0, '166': 170469.0, '167': 397061.0, '171': 27765.0, '172': 33973.0, '175': 15175.0, '176': 27186.0, '179': 77946.0, '180': 61497.0, '181': 39837.0, '183': 44384.0, '184': 33505.0, '187': 14046.0, '189': 120671.0, '190': 117321.0, '192': 102633.0, '193': 51543.0, '194': 50713.0, '195': 21498.0, '196': 40687.0, '197': 47989.0, '198': 84169.0, '199': 6979.0, '200': 73021.0, '201': 256642.0, '205': 28559.0, '206': 208075.0, '207': 175685.0, '208': 112943.0, '209': 3347.0, '212': 66421.0, '213': 370255.0, '214': 18046.0, '215': 673667.0, '216': -2996223.0, '218': 50274.0, '219': 63496.0, '222': 505647.0, '223': 1403193.0, '225': 56816.0, '226': 36122.0, '227': 80606.0}",UNITED STATES,US
UNITED STATES VIRGIN ISLANDS,"{'6': 971.0, '7': 4588.0, '10': 500.0, '17': 367.0, '25': 18.0, '37': 38688, '52': 278.0, '58': 5510.0, '59': 4642.0, '83': 589.0, '90': 643.0, '102': 372.0, '135': 779.0, '163': 4067.0, '171': 7103.0, '172': 3425.0, '175': 517.0, '206': 1758.0, '216': 16886.0, '217': -3908.0}",UNITED STATES VIRGIN ISLANDS,UM
URUGUAY,"{'8': 33022.0, '28': 14762.0, '35': 372.0, '37': 0, '42': 1536.0, '72': 560.0, '78': 1651.0, '101': 8744.0, '129': 635.0, '158': 1225.0, '159': 106.0, '161': 1390.0, '162': 668.0, '166': 728.0, '192': 19374.0, '215': 541.0, '216': 743.0, '218': -367060.0, '222': 14908.0}",URUGUAY,UY
UZBEKISTAN,"{'9': 5824.0, '13': 20201.0, '18': 26330.0, '37': 0, '78': 8543.0, '105': 13092.0, '109': 4856.0, '167': 871047.0, '199': 11408.0, '209': 756.0, '213': 123658.0, '219': -2027823.0}",UZBEKISTAN,UZ
VANUATU,"{'11': 665.0, '37': 0, '70': 235.0, '72': 555.0, '143': 262.0, '144': 325.0, '157': 68.0, '188': 122.0, '205': 30.0, '215': 115.0, '220': -7246.0}",VANUATU,VU
VATICAN,"{'37': 0, '221': -174.0}",VATICAN,VA
