COUNTRY,flows,short,ISO Code
CZECHIA,"{'0': 484.0, '1': 487.0, '2': 805.0, '4': 0.0, '5': 161.0, '7': 0.0, '8': 366.0, '9': 2096.0, '10': 0.0, '11': 701.0, '12': 3002.0, '13': 1596.0, '14': 1.0, '15': 25.0, '16': 718.0, '17': 1.0, '18': 5864.0, '19': 819.0, '20': 1.0, '21': 39.0, '22': 2.0, '23': 3.0, '24': 99.0, '26': 3178.0, '27': 30.0, '28': 1150.0, '29': 0.0, '30': 15166.0, '31': 17.0, '32': 5.0, '33': 60.0, '34': 131.0, '35': 1015.0, '36': 17.0, '37': 638, '38': 0.0, '39': 0.0, '40': 4.0, '42': 244.0, '43': 6620.0, '44': 424.0, '45': 0.0, '46': 60.0, '48': 158.0, '50': 1898.0, '51': 489.0, '53': 137.0, '54': -1026108.0, '55': 91.0, '56': 423.0, '57': 1.0, '58': 2.0, '59': 93.0, '60': 116.0, '61': 1145.0, '62': 45.0, '63': 0.0, '64': 8.0, '65': 256.0, '66': 0.0, '67': 122.0, '70': 6.0, '71': 412.0, '72': 3817.0, '74': 2.0, '75': 10.0, '76': 13.0, '77': 1453.0, '78': 17983.0, '79': 426.0, '80': 2.0, '81': 1248.0, '82': 1.0, '83': 0.0, '86': 51.0, '87': 79.0, '88': 22.0, '89': 5.0, '90': 10.0, '91': 40.0, '92': 1695.0, '93': 43.0, '94': 4315.0, '95': 333.0, '96': 896.0, '97': 657.0, '98': 689.0, '100': 796.0, '101': 4893.0, '102': 25.0, '103': 1764.0, '104': 223.0, '105': 8015.0, '106': 137.0, '107': 0.0, '108': 128.0, '109': 1262.0, '110': 35.0, '111': 679.0, '112': 433.0, '113': 0.0, '114': 12.0, '115': 205.0, '116': 0.0, '117': 748.0, '118': 26.0, '119': 27.0, '120': 7.0, '121': 219.0, '122': 5.0, '123': 28.0, '124': 32.0, '126': 5.0, '127': 54.0, '129': 888.0, '131': 10102.0, '132': 6.0, '133': 7831.0, '134': 148.0, '136': 449.0, '137': 20.0, '138': 146.0, '139': 36.0, '140': 0.0, '141': 1286.0, '142': 3045.0, '144': 247.0, '145': 22.0, '146': 4.0, '147': 771.0, '149': 2572.0, '151': 238.0, '152': 34.0, '153': 662.0, '155': 119.0, '156': 47.0, '157': 14.0, '158': 23.0, '159': 319.0, '160': 1590.0, '161': 21694.0, '162': 507.0, '164': 7.0, '166': 9659.0, '167': 37471.0, '168': 19.0, '171': 0.0, '172': 4.0, '175': 0.0, '176': 0.0, '177': 0.0, '178': 0.0, '179': 299.0, '180': 76.0, '181': 3665.0, '182': 5.0, '183': 23.0, '184': 115.0, '186': 113773.0, '187': 478.0, '189': 17.0, '190': 554.0, '192': 1524.0, '193': 209.0, '194': 63.0, '195': 13.0, '196': 576.0, '197': 684.0, '198': 1358.0, '199': 348.0, '200': 30.0, '201': 1418.0, '202': 0.0, '203': 20.0, '205': 1.0, '206': 13.0, '207': 1135.0, '208': 3077.0, '209': 189.0, '211': 0.0, '212': 47.0, '213': 131316.0, '214': 211.0, '215': 6410.0, '216': 8115.0, '218': 45.0, '219': 2777.0, '220': 0.0, '222': 309.0, '223': 50350.0, '225': 190.0, '226': 73.0, '227': 116.0}",CZECHIA,CZ
DEMOCRATIC REPUBLIC OF CONGO,"{'5': 177028.0, '32': 59145.0, '37': 0, '39': 323269.0, '46': 6242.0, '55': -1832069.0, '168': 251333.0, '191': 90971.0, '194': 5370.0, '212': 5950.0}",DEMOCRATIC REPUBLIC OF CONGO,CD
DENMARK,"{'0': 13715.0, '1': 568.0, '2': 1004.0, '4': 5.0, '5': 169.0, '7': 3.0, '8': 2361.0, '9': 733.0, '10': 0.0, '11': 3707.0, '12': 1984.0, '13': 394.0, '14': 20.0, '15': 109.0, '16': 1919.0, '17': 49.0, '18': 820.0, '19': 2426.0, '20': 6.0, '21': 52.0, '22': 0.0, '23': 632.0, '24': 475.0, '26': 17182.0, '27': 67.0, '28': 4605.0, '29': 8.0, '30': 10026.0, '31': 131.0, '32': 539.0, '33': 288.0, '34': 846.0, '35': 4008.0, '36': 35.0, '37': 1400, '39': 30.0, '40': 25.0, '42': 2078.0, '43': 14576.0, '44': 3660.0, '45': 13.0, '46': 419.0, '48': 196.0, '50': 2244.0, '51': 568.0, '53': 280.0, '54': 1986.0, '55': 1732.0, '56': -257025.0, '57': 18.0, '58': 15.0, '59': 208.0, '60': 650.0, '61': 1944.0, '62': 104.0, '63': 8.0, '64': 5599.0, '65': 1485.0, '66': 51.0, '67': 2296.0, '68': 11057.0, '70': 32.0, '71': 4104.0, '72': 8182.0, '73': 0.0, '74': 0.0, '75': 10.0, '76': 684.0, '77': 251.0, '78': 37111.0, '79': 2263.0, '81': 3702.0, '82': 16794.0, '83': 13.0, '84': 0.0, '86': 254.0, '87': 122.0, '88': 111.0, '89': 100.0, '90': 162.0, '91': 155.0, '92': 5668.0, '93': 8479.0, '94': 14638.0, '95': 1294.0, '96': 17125.0, '97': 22040.0, '98': 2209.0, '100': 1753.0, '101': 9887.0, '102': 168.0, '103': 2149.0, '104': 1324.0, '105': 272.0, '106': 1900.0, '107': 2.0, '108': 1449.0, '109': 64.0, '110': 71.0, '111': 5301.0, '112': 13092.0, '113': 47.0, '114': 163.0, '115': 309.0, '116': 24.0, '117': 13429.0, '118': 599.0, '119': 76.0, '120': 89.0, '121': 902.0, '122': 8.0, '123': 53.0, '124': 136.0, '125': 0.0, '126': 30.0, '127': 157.0, '129': 1576.0, '131': 980.0, '132': 20.0, '133': 66.0, '134': 313.0, '136': 5885.0, '137': 240.0, '138': 1764.0, '139': 90.0, '140': 1.0, '141': 4496.0, '142': 8085.0, '144': 971.0, '145': 222.0, '146': 16.0, '147': 1637.0, '149': 3740.0, '151': 20581.0, '152': 33.0, '153': 14318.0, '155': 0.0, '156': 101.0, '157': 9.0, '158': 95.0, '159': 1223.0, '160': 12121.0, '161': 42528.0, '162': 2900.0, '163': 0.0, '164': 169.0, '165': 0.0, '166': 28985.0, '167': 6499.0, '168': 426.0, '171': 2.0, '172': 12.0, '175': 4.0, '176': 22.0, '177': 0.0, '178': 2.0, '179': 448.0, '180': 192.0, '181': 3674.0, '182': 20.0, '183': 341.0, '184': 921.0, '186': 2896.0, '187': 468.0, '188': 2.0, '189': 11361.0, '190': 2332.0, '191': 16.0, '192': 7934.0, '193': 8054.0, '194': 830.0, '195': 32.0, '196': 24246.0, '197': 2916.0, '198': 36184.0, '199': 37.0, '200': 1078.0, '201': 14225.0, '203': 150.0, '205': 19.0, '206': 176.0, '207': 975.0, '208': 33385.0, '209': 19.0, '211': 2.0, '212': 1713.0, '213': 11400.0, '214': 647.0, '215': 21428.0, '216': 14528.0, '218': 231.0, '219': 314.0, '220': 4.0, '222': 911.0, '223': 10384.0, '225': 171.0, '226': 675.0, '227': 445.0}",DENMARK,DK
DJIBOUTI,"{'37': 0, '57': -18365.0, '67': 12578.0, '189': 94976.0, '225': 5322.0}",DJIBOUTI,DJ
DOMINICA,"{'6': 18.0, '7': 451.0, '10': 46.0, '11': 6.0, '14': 11.0, '17': 169.0, '35': 186.0, '37': 4606, '43': 37.0, '51': 11.0, '58': -78191.0, '72': 80.0, '73': 22.0, '78': 29.0, '84': 37.0, '89': 193.0, '90': 2537.0, '94': 27.0, '102': 130.0, '112': 33.0, '135': 164.0, '142': 9.0, '147': 50.0, '163': 15.0, '171': 63.0, '172': 286.0, '175': 126.0, '195': 18.0, '198': 15.0, '206': 312.0, '215': 647.0, '216': 637.0, '222': 29.0}",DOMINICA,DM
DOMINICAN REPUBLIC,"{'6': 34.0, '7': 186.0, '8': 1116.0, '10': 167.0, '11': 41.0, '12': 214.0, '14': 40.0, '15': 21.0, '19': 266.0, '22': 15.0, '23': 8.0, '24': 176.0, '26': 5.0, '28': 671.0, '30': 76.0, '32': 3.0, '33': 126.0, '34': 23.0, '35': 1267.0, '36': 3.0, '37': 505322, '39': 140.0, '40': 3.0, '42': 661.0, '43': 3942.0, '44': 2962.0, '47': 8.0, '48': 320.0, '51': 3402.0, '54': 29.0, '56': 25.0, '58': 14.0, '59': -1608567.0, '60': 605.0, '62': 278.0, '71': 27.0, '72': 3894.0, '78': 1938.0, '81': 65.0, '84': 57.0, '86': 446.0, '89': 23.0, '90': 496112.0, '91': 442.0, '92': 21.0, '94': 97.0, '96': 31.0, '97': 27.0, '98': 33.0, '100': 63.0, '101': 4375.0, '102': 137.0, '103': 359.0, '105': 10.0, '112': 154.0, '121': 17.0, '124': 25.0, '129': 1563.0, '131': 11.0, '136': 34.0, '142': 617.0, '145': 303.0, '147': 25.0, '149': 26.0, '151': 56.0, '153': 81.0, '155': 18.0, '156': 789.0, '158': 25.0, '159': 1489.0, '160': 51.0, '161': 45.0, '162': 110.0, '163': 4780.0, '166': 44.0, '167': 503.0, '170': 100.0, '171': 142.0, '174': 66.0, '179': 17.0, '181': 75.0, '190': 10.0, '192': 7272.0, '195': 27.0, '196': 76.0, '197': 1088.0, '198': 25.0, '206': 23.0, '208': 31.0, '210': 35.0, '213': 77.0, '215': 503.0, '216': 14626.0, '217': 84.0, '218': 189.0, '222': 34063.0, '224': 11.0}",DOMINICAN REPUBLIC,DO
ECUADOR,"{'0': 167.0, '1': 73.0, '2': 50.0, '5': 43.0, '8': 5645.0, '9': 38.0, '11': 389.0, '12': 571.0, '14': 50.0, '19': 893.0, '24': 1597.0, '28': 2774.0, '30': 201.0, '34': 46.0, '35': 2447.0, '37': 4256, '42': 11859.0, '43': 3061.0, '44': 203470.0, '48': 1027.0, '50': 84.0, '51': 3130.0, '54': 329.0, '56': 191.0, '59': 369.0, '60': -1127891.0, '61': 87.0, '62': 544.0, '69': 54.0, '71': 131.0, '72': 2366.0, '76': 34.0, '78': 4606.0, '79': 38.0, '81': 73.0, '86': 449.0, '90': 100.0, '91': 489.0, '92': 225.0, '94': 238.0, '95': 66.0, '96': 200.0, '97': 72.0, '98': 207.0, '100': 542.0, '101': 4020.0, '102': 38.0, '103': 766.0, '104': 73.0, '112': 463.0, '121': 35.0, '129': 2361.0, '136': 50.0, '142': 867.0, '144': 116.0, '145': 408.0, '147': 38.0, '149': 15.0, '151': 245.0, '153': 38.0, '155': 101.0, '156': 1008.0, '158': 252.0, '159': 14331.0, '160': 130.0, '161': 326.0, '162': 382.0, '163': 523.0, '166': 315.0, '167': 1562.0, '179': 91.0, '186': 51.0, '190': 127.0, '192': 7814.0, '196': 365.0, '197': 2051.0, '198': 164.0, '206': 46.0, '213': 418.0, '215': 2255.0, '216': 28026.0, '218': 1002.0, '222': 388861.0, '223': 50.0}",ECUADOR,EC
EGYPT,"{'0': 210.0, '1': 119.0, '2': 889.0, '5': 28.0, '7': 15.0, '8': 251.0, '9': 160.0, '11': 471.0, '12': 607.0, '13': 31.0, '14': 14.0, '15': 404.0, '16': 255.0, '18': 279.0, '19': 564.0, '21': 35.0, '26': 61.0, '28': 130.0, '29': 68.0, '30': 68.0, '31': 64.0, '32': 35.0, '34': 126.0, '35': 636.0, '37': 29, '39': 57.0, '40': 334.0, '42': 27.0, '43': 771.0, '44': 57.0, '45': 913.0, '46': 72.0, '50': 102.0, '53': 86.0, '54': 201.0, '55': 130.0, '56': 302.0, '57': 371.0, '60': 11.0, '61': -3610461.0, '62': 212.0, '64': 18232.0, '65': 25.0, '67': 16256.0, '71': 249.0, '72': 2874.0, '76': 28.0, '78': 7771.0, '79': 234.0, '80': 8.0, '81': 1284.0, '86': 8.0, '87': 143.0, '88': 93.0, '92': 133.0, '94': 1249.0, '95': 2897.0, '96': 150.0, '97': 20042.0, '98': 95.0, '100': 710.0, '101': 4206.0, '103': 1158.0, '104': 5277.0, '105': 212.0, '106': 137.0, '108': 3008.0, '109': 61.0, '112': 3197.0, '114': 47.0, '115': 5047.0, '119': 39.0, '120': 28.0, '121': 2836.0, '122': 28.0, '123': 216.0, '126': 154.0, '129': 64.0, '131': 61.0, '132': 82.0, '133': 14.0, '136': 1066.0, '137': 15.0, '138': 11.0, '139': 268.0, '142': 997.0, '144': 93.0, '146': 116.0, '147': 814.0, '149': 119.0, '151': 120.0, '152': 544.0, '153': 619.0, '155': 135932.0, '160': 1101.0, '161': 380.0, '162': 44.0, '164': 401.0, '166': 243.0, '167': 7536.0, '168': 44.0, '179': 8238.0, '180': 425.0, '182': 19.0, '183': 61.0, '184': 143.0, '186': 61.0, '189': 20501.0, '190': 222.0, '191': 19013.0, '192': 416.0, '193': 222.0, '194': 60066.0, '196': 355.0, '197': 1371.0, '198': 125673.0, '199': 129.0, '200': 144.0, '201': 1080.0, '207': 785.0, '208': 898.0, '209': 47.0, '212': 86.0, '213': 171.0, '214': 719.0, '215': 3161.0, '216': 6075.0, '219': 112.0, '222': 32.0, '225': 9158.0, '226': 25.0, '227': 32.0}",EGYPT,EG
EL SALVADOR,"{'8': 218.0, '11': 27.0, '12': 11.0, '16': 6.0, '17': 40.0, '19': 52.0, '20': 344.0, '24': 53.0, '28': 245.0, '35': 248.0, '37': 313, '42': 232.0, '43': 262.0, '44': 585.0, '48': 889.0, '51': 129.0, '59': 72.0, '60': 124.0, '62': -1599058.0, '72': 216.0, '78': 230.0, '86': 9036.0, '91': 11878.0, '94': 11.0, '96': 18.0, '98': 11.0, '100': 43.0, '101': 285.0, '102': 10.0, '103': 54.0, '129': 1742.0, '142': 33.0, '145': 7956.0, '155': 46.0, '156': 458.0, '158': 11.0, '159': 237.0, '160': 19.0, '162': 13.0, '163': 62.0, '167': 18.0, '192': 542.0, '196': 35.0, '197': 59.0, '215': 91.0, '216': 5488.0, '218': 76.0, '222': 245.0}",EL SALVADOR,SV
EQUATORIAL GUINEA,"{'34': 957.0, '37': 0, '63': -128774.0, '72': 5482.0, '75': 307.0, '147': 430.0, '178': 1794.0, '192': 1536.0}",EQUATORIAL GUINEA,GQ
ERITREA,"{'5': 301.0, '32': 913.0, '37': 0, '43': 117.0, '45': 166.0, '55': 1474.0, '64': -802822.0, '67': 94.0, '72': 380.0, '94': 103.0, '106': 305.0, '120': 673.0, '137': 966.0, '168': 407.0, '189': 2156.0, '190': 106.0, '191': 1300.0, '194': 181.0, '200': 459.0, '212': 1331.0, '215': 48.0, '226': 209.0, '227': 282.0}",ERITREA,ER
ESTONIA,"{'0': 65.0, '1': 41.0, '2': 32.0, '4': 1.0, '5': 3.0, '7': 7.0, '8': 54.0, '9': 746.0, '11': 221.0, '12': 196.0, '13': 1625.0, '15': 0.0, '16': 263.0, '17': 1.0, '18': 10521.0, '19': 273.0, '20': 0.0, '21': 1.0, '23': 3.0, '24': 5.0, '26': 2.0, '28': 244.0, '30': 336.0, '33': 6.0, '34': 80.0, '35': 209.0, '36': 0.0, '37': 50, '39': 0.0, '42': 28.0, '43': 495.0, '44': 57.0, '46': 5.0, '48': 12.0, '50': 47.0, '51': 32.0, '53': 47.0, '54': 302.0, '55': 12.0, '56': 225.0, '59': 5.0, '60': 24.0, '61': 161.0, '62': 4.0, '65': -206631.0, '67': 14.0, '68': 0.0, '69': 0.0, '70': 0.0, '71': 5928.0, '72': 960.0, '76': 2.0, '77': 1771.0, '78': 2507.0, '79': 59.0, '80': 0.0, '81': 171.0, '86': 10.0, '87': 1.0, '89': 2.0, '91': 12.0, '92': 246.0, '93': 42.0, '94': 712.0, '95': 40.0, '96': 216.0, '97': 63.0, '98': 330.0, '100': 102.0, '101': 1251.0, '102': 3.0, '103': 160.0, '104': 28.0, '105': 3754.0, '106': 22.0, '107': 0.0, '108': 12.0, '109': 545.0, '111': 6029.0, '112': 41.0, '115': 9.0, '116': 0.0, '117': 2169.0, '118': 28.0, '119': 1.0, '120': 0.0, '121': 17.0, '124': 14.0, '126': 1.0, '127': 10.0, '129': 132.0, '131': 1125.0, '132': 0.0, '133': 46.0, '134': 8.0, '136': 37.0, '137': 2.0, '138': 1.0, '139': 4.0, '141': 145.0, '142': 342.0, '144': 29.0, '145': 3.0, '147': 600.0, '149': 19.0, '151': 458.0, '152': 3.0, '153': 261.0, '155': 11.0, '156': 7.0, '157': 1.0, '158': 0.0, '159': 39.0, '160': 106.0, '161': 744.0, '162': 236.0, '164': 4.0, '165': 0.0, '166': 306.0, '167': 119097.0, '168': 4.0, '171': 0.0, '179': 18.0, '180': 3.0, '181': 52.0, '183': 8.0, '184': 18.0, '186': 177.0, '187': 40.0, '189': 3.0, '190': 59.0, '192': 730.0, '193': 62.0, '194': 26.0, '195': 2.0, '196': 952.0, '197': 136.0, '198': 174.0, '199': 373.0, '200': 5.0, '201': 109.0, '203': 2.0, '205': 0.0, '206': 2.0, '207': 26.0, '208': 468.0, '209': 332.0, '212': 9.0, '213': 24170.0, '214': 32.0, '215': 1297.0, '216': 1181.0, '218': 6.0, '219': 1096.0, '221': 0.0, '222': 46.0, '223': 53.0, '225': 19.0, '226': 3.0, '227': 10.0}",ESTONIA,EE
ESWATINI,"{'5': 133.0, '11': 54.0, '27': 39.0, '32': 469.0, '35': 17.0, '37': 0, '46': 71.0, '55': 675.0, '66': -50039.0, '67': 28.0, '113': 223.0, '114': 44.0, '137': 10011.0, '144': 23.0, '168': 387.0, '189': 305.0, '190': 12712.0, '212': 54.0, '216': 259.0}",ESWATINI,SZ
ETHIOPIA,"{'32': 166.0, '37': 0, '55': 1468.0, '57': 3439.0, '64': 191256.0, '67': -946129.0, '168': 138.0, '189': 411152.0, '191': 409890.0, '194': 41959.0, '212': 202.0, '225': 2053.0}",ETHIOPIA,ET
FAEROE ISLANDS,"{'28': 31.0, '30': 61.0, '35': 15.0, '37': 0, '43': 35.0, '44': 36.0, '50': 24.0, '56': 4150.0, '67': 39.0, '68': -12927.0, '78': 29.0, '79': 23.0, '82': 174.0, '93': 256.0, '94': 72.0, '95': 11.0, '106': 22.0, '117': 30.0, '151': 200.0, '159': 19.0, '160': 213.0, '161': 129.0, '166': 228.0, '167': 32.0, '181': 59.0, '190': 22.0, '196': 83.0, '201': 138.0, '207': 17.0, '215': 123.0, '216': 45.0}",FAEROE ISLANDS,FO
FALKLAND ISLANDS,"{'8': 31.0, '11': 51.0, '37': 0, '42': 245.0, '69': -1518.0, '144': 31.0, '170': 402.0, '215': 1089.0, '216': 23.0}",FALKLAND ISLANDS,FK
FIJI,"{'11': 1941.0, '16': 1398.0, '37': 0, '43': 946.0, '47': 32.0, '70': -233856.0, '94': 1321.0, '107': 793.0, '144': 619.0, '153': 1867.0, '176': 302.0, '188': 718.0, '205': 1362.0, '211': 420.0, '215': 348.0, '220': 186.0}",FIJI,FJ
FINLAND,"{'0': 7019.0, '1': 706.0, '2': 1014.0, '4': 2.0, '5': 441.0, '7': 1.0, '8': 460.0, '9': 115.0, '10': 0.0, '11': 1245.0, '12': 660.0, '13': 178.0, '14': 6.0, '15': 20.0, '16': 2983.0, '17': 12.0, '18': 443.0, '19': 690.0, '20': 0.0, '21': 19.0, '22': 0.0, '23': 2.0, '24': 166.0, '26': 811.0, '27': 19.0, '28': 1889.0, '29': 4.0, '30': 2566.0, '31': 29.0, '32': 76.0, '33': 320.0, '34': 1094.0, '35': 1655.0, '36': 13.0, '37': 928, '39': 7.0, '40': 11.0, '42': 542.0, '43': 11614.0, '44': 1228.0, '45': 2.0, '46': 125.0, '48': 73.0, '50': 293.0, '51': 551.0, '53': 203.0, '54': 332.0, '55': 1981.0, '56': 1122.0, '57': 12.0, '58': 7.0, '59': 205.0, '60': 225.0, '61': 1505.0, '62': 74.0, '63': 10.0, '64': 866.0, '65': 47280.0, '66': 10.0, '67': 2456.0, '70': 9.0, '71': -311889.0, '72': 2684.0, '74': 0.0, '75': 14.0, '76': 902.0, '77': 111.0, '78': 6834.0, '79': 1820.0, '81': 1674.0, '83': 1.0, '86': 85.0, '87': 111.0, '88': 8.0, '89': 16.0, '90': 11.0, '91': 92.0, '92': 2376.0, '93': 179.0, '94': 6954.0, '95': 709.0, '96': 7611.0, '97': 18304.0, '98': 668.0, '100': 793.0, '101': 3023.0, '102': 86.0, '103': 1453.0, '104': 348.0, '105': 344.0, '106': 1562.0, '108': 220.0, '109': 84.0, '110': 56.0, '111': 2436.0, '112': 731.0, '114': 114.0, '115': 249.0, '117': 1366.0, '118': 105.0, '119': 19.0, '120': 103.0, '121': 531.0, '122': 0.0, '123': 23.0, '124': 53.0, '126': 37.0, '127': 49.0, '129': 995.0, '131': 345.0, '132': 9.0, '133': 63.0, '134': 15.0, '136': 2528.0, '137': 73.0, '138': 1216.0, '139': 152.0, '141': 3595.0, '142': 1653.0, '144': 254.0, '145': 118.0, '146': 21.0, '147': 2915.0, '149': 212.0, '151': 1852.0, '152': 16.0, '153': 3134.0, '154': 0.0, '155': 67.0, '156': 29.0, '157': 11.0, '158': 28.0, '159': 613.0, '160': 4892.0, '161': 5018.0, '162': 598.0, '164': 27.0, '166': 3871.0, '167': 15212.0, '168': 524.0, '171': 0.0, '172': 3.0, '175': 1.0, '176': 2.0, '177': 0.0, '179': 484.0, '180': 216.0, '181': 252.0, '182': 6.0, '183': 145.0, '184': 266.0, '186': 334.0, '187': 102.0, '188': 2.0, '189': 12070.0, '190': 1022.0, '191': 9.0, '192': 3046.0, '193': 1148.0, '194': 1179.0, '195': 1.0, '196': 33412.0, '197': 1148.0, '198': 6223.0, '199': 63.0, '200': 561.0, '201': 11110.0, '203': 93.0, '205': 0.0, '206': 44.0, '207': 808.0, '208': 7644.0, '209': 34.0, '210': 0.0, '211': 0.0, '212': 271.0, '213': 2851.0, '214': 257.0, '215': 6460.0, '216': 5445.0, '218': 126.0, '219': 382.0, '220': 0.0, '221': 0.0, '222': 290.0, '223': 8677.0, '225': 223.0, '226': 341.0, '227': 143.0}",FINLAND,FI
FRANCE,"{'0': 35348.0, '1': 8925.0, '2': 1637211.0, '3': 0.0, '4': 1120.0, '5': 24350.0, '6': 9.0, '7': 67.0, '8': 14807.0, '9': 21830.0, '10': 10.0, '11': 9548.0, '12': 9993.0, '13': 4702.0, '14': 48.0, '15': 181.0, '16': 12878.0, '17': 86.0, '18': 3887.0, '19': 163609.0, '20': 8.0, '21': 23352.0, '22': 128.0, '23': 162.0, '24': 3598.0, '25': 104.0, '26': 15944.0, '27': 43.0, '28': 65671.0, '29': 52.0, '30': 34807.0, '31': 9997.0, '32': 2133.0, '33': 72465.0, '34': 92983.0, '35': 29442.0, '36': 25501.0, '37': 108784, '39': 19125.0, '40': 8484.0, '42': 16473.0, '43': 125893.0, '44': 31151.0, '45': 41908.0, '46': 79478.0, '47': 3.0, '48': 858.0, '50': 8974.0, '51': 5466.0, '53': 1116.0, '54': 8907.0, '55': 87772.0, '56': 5805.0, '57': 7515.0, '58': 7368.0, '59': 3992.0, '60': 4730.0, '61': 35390.0, '62': 1271.0, '63': 443.0, '64': 7811.0, '65': 1312.0, '66': 21.0, '67': 9923.0, '68': 4.0, '70': 177.0, '71': 3479.0, '72': -2341908.0, '75': 22627.0, '76': 2178.0, '77': 8673.0, '78': 203426.0, '79': 7658.0, '80': 77.0, '81': 15488.0, '82': 12.0, '86': 3423.0, '87': 34557.0, '88': 3506.0, '89': 5398.0, '90': 85042.0, '91': 669.0, '92': 11882.0, '93': 436.0, '94': 54982.0, '95': 5658.0, '96': 26069.0, '97': 10159.0, '98': 10765.0, '99': 12.0, '100': 10520.0, '101': 325933.0, '102': 589.0, '103': 24453.0, '104': 1647.0, '105': 2954.0, '106': 1999.0, '107': 8.0, '108': 836.0, '109': 821.0, '110': 48760.0, '111': 3470.0, '112': 53953.0, '113': 52.0, '114': 896.0, '115': 2688.0, '116': 29.0, '117': 3729.0, '118': 15941.0, '119': 137740.0, '120': 120.0, '121': 2901.0, '122': 5.0, '123': 86437.0, '124': 442.0, '126': 20324.0, '127': 50721.0, '129': 14390.0, '131': 7503.0, '132': 28539.0, '133': 1630.0, '134': 1604.0, '135': 5.0, '136': 1059918.0, '137': 1474.0, '138': 537.0, '139': 195.0, '141': 1512.0, '142': 40825.0, '144': 2239.0, '145': 738.0, '146': 6292.0, '147': 7722.0, '149': 5133.0, '151': 4653.0, '152': 122.0, '153': 27203.0, '155': 1339.0, '156': 582.0, '157': 28.0, '158': 1178.0, '159': 13361.0, '160': 17414.0, '161': 94525.0, '162': 639888.0, '163': 57.0, '164': 167.0, '166': 138550.0, '167': 73208.0, '168': 7082.0, '170': 3.0, '171': 4.0, '172': 5433.0, '175': 30.0, '176': 18.0, '177': 251.0, '178': 254.0, '179': 2845.0, '180': 134848.0, '181': 96899.0, '182': 681.0, '183': 1486.0, '184': 2608.0, '186': 5560.0, '187': 2752.0, '188': 2.0, '189': 8430.0, '190': 5925.0, '192': 282397.0, '193': 54756.0, '194': 21153.0, '195': 27892.0, '196': 8272.0, '197': 108987.0, '198': 21488.0, '199': 276.0, '200': 735.0, '201': 20763.0, '202': 11.0, '203': 27183.0, '205': 107.0, '206': 467.0, '207': 444572.0, '208': 340271.0, '209': 239.0, '210': 7.0, '211': 1.0, '212': 663.0, '213': 18166.0, '214': 895.0, '215': 169565.0, '216': 61668.0, '217': 0.0, '218': 2784.0, '219': 1258.0, '220': 843.0, '222': 7249.0, '223': 143865.0, '225': 554.0, '226': 392.0, '227': 801.0}",FRANCE,FR
FRENCH GUIANA,"{'2': 403.0, '19': 212.0, '28': 25759.0, '37': 28684, '43': 1647.0, '58': 465.0, '72': 23526.0, '73': -4595.0, '84': 2271.0, '89': 3958.0, '90': 22084.0, '101': 179.0, '110': 955.0, '159': 656.0, '165': 396.0, '172': 882.0, '195': 26064.0}",FRENCH GUIANA,GF
FRENCH POLYNESIA,"{'2': 681.0, '11': 70.0, '35': 128.0, '37': 0, '43': 615.0, '70': 30.0, '72': 22404.0, '74': -2157.0, '78': 360.0, '94': 38.0, '95': 17.0, '101': 148.0, '103': 23.0, '143': 2236.0, '144': 111.0, '192': 80.0, '197': 120.0, '215': 84.0, '216': 419.0, '220': 210.0, '224': 35.0}",FRENCH POLYNESIA,PF
GABON,"{'2': 108.0, '5': 1111.0, '19': 501.0, '21': 52460.0, '31': 7024.0, '32': 166.0, '34': 50906.0, '35': 291.0, '37': 0, '40': 4543.0, '43': 344.0, '46': 16396.0, '55': 8949.0, '63': 87411.0, '72': 16146.0, '75': -48392.0, '78': 86.0, '79': 6392.0, '87': 4999.0, '100': 14.0, '103': 29.0, '112': 2511.0, '123': 55434.0, '136': 717.0, '147': 24029.0, '168': 209.0, '178': 6539.0, '180': 30652.0, '190': 11.0, '198': 27.0, '203': 23129.0, '207': 223.0, '216': 550.0}",GABON,GA
GAMBIA,"{'37': 0, '76': -139210.0, '87': 45215.0, '88': 13808.0, '114': 1082.0, '123': 10360.0, '126': 3646.0, '180': 132678.0, '183': 2608.0}",GAMBIA,GM
GEORGIA,"{'0': 40.0, '1': 9.0, '2': 16.0, '8': 14.0, '9': 12789.0, '12': 24.0, '13': 6023.0, '18': 1101.0, '19': 21.0, '30': 231.0, '37': 11, '43': 74.0, '51': 11.0, '54': 33.0, '65': 121.0, '71': 10.0, '72': 39.0, '77': -861077.0, '78': 629.0, '81': 163.0, '92': 48.0, '94': 30.0, '96': 121.0, '100': 30.0, '101': 16.0, '105': 1718.0, '109': 249.0, '111': 205.0, '112': 8.0, '117': 210.0, '131': 483.0, '133': 27.0, '141': 16.0, '142': 10.0, '153': 86.0, '159': 19.0, '161': 180.0, '166': 220.0, '167': 37267.0, '192': 17.0, '197': 13.0, '199': 148.0, '208': 472.0, '209': 203.0, '213': 12203.0, '215': 33.0, '216': 109.0, '219': 765.0}",GEORGIA,GE
